path,code,name,shape,color,front,back,shape_class,color_class,front_class,back_class
/content/drive/MyDrive/img/199702618/199702618_97.jpg,199702618,로페랄연질캡슐,장방형,갈색,PK-A,-,7,0,742,1
/content/drive/MyDrive/img/200900833/200900833_13.jpg,200900833,마이칼디정,장방형,주황,MM분할선D,-,7,13,665,1
/content/drive/MyDrive/img/198700477/198700477_59.jpg,198700477,자이드캡슐,장방형,노랑,ANPZD,-,7,3,58,1
/content/drive/MyDrive/img/200200662/200200662_96.jpg,200200662,세토펜8시간이알서방정,장방형,하양,SETOPENER,-,7,22,832,1
/content/drive/MyDrive/img/201701158/201701158_0.jpg,201701158,에페젠정,삼각형,파랑,EAC,분할선,3,20,317,223
/content/drive/MyDrive/img/199907335/199907335_30.jpg,199907335,한미알마게이트정500밀리그램,장방형,하양,HMP,분할선,7,22,430,223
/content/drive/MyDrive/img/199301093/199301093_87.jpg,199301093,바스칼캡슐,장방형,주황,TGBSC,-,7,13,930,1
/content/drive/MyDrive/img/200300655/200300655_26.jpg,200300655,진셀몬에스이정,타원형,갈색,ZS,-,8,0,1083,1
/content/drive/MyDrive/img/201310533/201310533_68.jpg,201310533,라딘큐정,원형,분홍,NKM,-,5,7,710,1
/content/drive/MyDrive/img/201901304/201901304_59.jpg,201901304,펜실연질캡슐,타원형,빨강,D-WPC,-,8,9,257,1
/content/drive/MyDrive/img/200401210/200401210_74.jpg,200401210,진트로이에프정,원형,하양,JRP분할선150F,-,5,22,506,1
/content/drive/MyDrive/img/199400891/199400891_69.jpg,199400891,알콤정,사각형,분홍,A,I분할선Y,2,7,16,115
/content/drive/MyDrive/img/201107630/201107630_48.jpg,201107630,에이노즈연질캡슐,장방형,주황|투명,A노즈,-,7,14,89,1
/content/drive/MyDrive/img/199700873/199700873_89.jpg,199700873,대우로라타딘정,타원형,하양,L분할선10,-,8,22,624,1
/content/drive/MyDrive/img/200003155/200003155_93.jpg,200003155,클리타정,원형,하양,PK,-,5,22,741,1
/content/drive/MyDrive/img/201700722/201700722_38.jpg,201700722,썬팩타민연질캡슐,타원형,주황,SPT,-,8,13,890,1
/content/drive/MyDrive/img/201404221/201404221_92.jpg,201404221,싸이타민정,기타,분홍,마크,-,0,7,1137,1
/content/drive/MyDrive/img/201208874/201208874_73.jpg,201208874,임팩타민실버정,타원형,노랑,분할선,VB5,8,3,1201,188
/content/drive/MyDrive/img/200301993/200301993_49.jpg,200301993,로젤민연질캡슐,타원형,초록,ALPHA,-,8,17,42,1
/content/drive/MyDrive/img/201109654/201109654_98.jpg,201109654,라니아정,원형,분홍,-,-,5,7,0,1
/content/drive/MyDrive/img/199703566/199703566_4.jpg,199703566,통키파에이정,타원형,파랑,마크,-,8,20,1137,1
/content/drive/MyDrive/img/201900244/201900244_23.jpg,201900244,제로알정,장방형,주황,T분할선n,33,7,13,970,16
/content/drive/MyDrive/img/200807582/200807582_70.jpg,200807582,코딜로드정,원형,초록,T7,-,5,17,918,1
/content/drive/MyDrive/img/200807882/200807882_96.jpg,200807882,디펙타민연질캡슐,타원형,청록|투명,DFT,-,8,16,280,1
/content/drive/MyDrive/img/200008589/200008589_5.jpg,200008589,카네스텐1질정,기타,하양,BAYER,MU,0,22,102,140
/content/drive/MyDrive/img/198802327/198802327_95.jpg,198802327,마로겔정500밀리그람,원형,하양,CAMAR5,-,5,22,152,1
/content/drive/MyDrive/img/200400766/200400766_72.jpg,200400766,페리닥터캡슐,장방형,분홍,D-WD-WPDRPDR,-,7,7,254,1
/content/drive/MyDrive/img/200710167/200710167_68.jpg,200710167,아이비즈연질캡슐,삼각형,초록,-,-,3,17,0,1
/content/drive/MyDrive/img/197200084/197200084_47.jpg,197200084,기모타부정,원형,하양,JEILKT40,-,5,22,496,1
/content/drive/MyDrive/img/200710427/200710427_21.jpg,200710427,콜스탑연질캡슐,장방형,갈색|투명,RPCST,-,7,1,789,1
/content/drive/MyDrive/img/200607736/200607736_63.jpg,200607736,덴타자임캡슐,장방형,노랑,YHDTZ,-,7,3,1047,1
/content/drive/MyDrive/img/200700800/200700800_47.jpg,200700800,텐텐츄정,사각형,빨강,-,-,2,9,0,1
/content/drive/MyDrive/img/200502474/200502474_8.jpg,200502474,브로다제장용정,장방형,분홍,YP,-,7,7,1064,1
/content/drive/MyDrive/img/201110424/201110424_83.jpg,201110424,본스칼츄어블정,원형,하양,CΛC,-,5,22,238,1
/content/drive/MyDrive/img/198700477/198700477_77.jpg,198700477,자이드캡슐,장방형,노랑,ANPZD,-,7,3,58,1
/content/drive/MyDrive/img/200400364/200400364_6.jpg,200400364,한올트리메부틴말레산염정,원형,하양,마크43,-,5,22,1141,1
/content/drive/MyDrive/img/201309202/201309202_0.jpg,201309202,잔큐75정,육각형,주황,DID,75,6,13,284,24
/content/drive/MyDrive/img/201906400/201906400_57.jpg,201906400,세노바퀵연질캡슐,타원형,보라|투명,IDCQ,-,8,6,460,1
/content/drive/MyDrive/img/201405107/201405107_3.jpg,201405107,티노큐정75mg,오각형,분홍,BP,75,4,7,126,24
/content/drive/MyDrive/img/202003322/202003322_98.jpg,202003322,위모닝정,원형,하양,MG,-,5,22,637,1
/content/drive/MyDrive/img/201205043/201205043_93.jpg,201205043,고운자임맘정,기타,분홍,마크,Mom,0,7,1137,141
/content/drive/MyDrive/img/201405107/201405107_42.jpg,201405107,티노큐정75mg,오각형,분홍,BP,75,4,7,126,24
/content/drive/MyDrive/img/201209010/201209010_9.jpg,201209010,더가드코와정장정,원형,하양,THK,-,5,22,944,1
/content/drive/MyDrive/img/200403052/200403052_85.jpg,200403052,메부틴정,원형,하양,GJ,TM,5,22,388,172
/content/drive/MyDrive/img/200502086/200502086_86.jpg,200502086,타이리콜8시간이알서방정,장방형,하양,HNER,-,7,22,435,1
/content/drive/MyDrive/img/200807669/200807669_86.jpg,200807669,헤모로빈연질캡슐,장방형,갈색,RPHLB,-,7,0,791,1
/content/drive/MyDrive/img/200906966/200906966_63.jpg,200906966,제로정150mg,마름모형,파랑,마크,X,1,20,1137,197
/content/drive/MyDrive/img/200003320/200003320_93.jpg,200003320,하이마린연질캡슐,장방형,초록,하이마린,-,7,17,1268,1
/content/drive/MyDrive/img/201908384/201908384_15.jpg,201908384,유미오틴정,원형,하양,JB,분할선,5,22,495,223
/content/drive/MyDrive/img/201310533/201310533_40.jpg,201310533,라딘큐정,원형,분홍,NKM,-,5,7,710,1
/content/drive/MyDrive/img/201205043/201205043_35.jpg,201205043,고운자임맘정,기타,분홍,마크,Mom,0,7,1137,141
/content/drive/MyDrive/img/201507425/201507425_52.jpg,201507425,젠스트린트로키,원형,하양,ZENSTRYNP,ZENSTRYNP,5,22,1078,205
/content/drive/MyDrive/img/201200854/201200854_61.jpg,201200854,비코그린에스정,원형,연두,C1,-,5,11,143,1
/content/drive/MyDrive/img/200906484/200906484_47.jpg,200906484,보령바이오아스트릭스캡슐100밀리그램,장방형,주황|투명,ASTX100,-,7,14,74,1
/content/drive/MyDrive/img/199701099/199701099_76.jpg,199701099,알메텍정,타원형,하양,SNP,분할선,8,22,870,223
/content/drive/MyDrive/img/200009525/200009525_25.jpg,200009525,로와콜연질캡슐,기타,초록|투명,-,-,0,18,0,1
/content/drive/MyDrive/img/199802435/199802435_26.jpg,199802435,쎄쎄250츄정,사각형,주황,-,-,2,13,0,1
/content/drive/MyDrive/img/201706677/201706677.jpg,201706677,킥코프에프연질캡슐,타원형,파랑|투명,KFF,-,8,21,550,1
/content/drive/MyDrive/img/200904644/200904644_40.jpg,200904644,콘트라스300연질캡슐,타원형,갈색,콘트라스,-,8,0,1240,1
/content/drive/MyDrive/img/201102069/201102069_8.jpg,201102069,미로틱필름코팅정,장방형,노랑,CAMD,-,7,3,153,1
/content/drive/MyDrive/img/198400399/198400399_13.jpg,198400399,카마졸질정,기타,하양,KW,-,0,22,597,1
/content/drive/MyDrive/img/199400891/199400891_38.jpg,199400891,알콤정,사각형,분홍,A,I분할선Y,2,7,16,115
/content/drive/MyDrive/img/201405107/201405107_43.jpg,201405107,티노큐정75mg,오각형,분홍,BP,75,4,7,126,24
/content/drive/MyDrive/img/202002568/202002568_37.jpg,202002568,요모겐트로키,기타,하양,YODWP,YODWP,0,22,1062,201
/content/drive/MyDrive/img/200906966/200906966_32.jpg,200906966,제로정150mg,마름모형,파랑,마크,X,1,20,1137,197
/content/drive/MyDrive/img/200700800/200700800_20.jpg,200700800,텐텐츄정,사각형,빨강,-,-,2,9,0,1
/content/drive/MyDrive/img/201109733/201109733_48.jpg,201109733,미놀에프트로키,기타,주황,MINOL·FT·,MINOL·FT·,0,13,645,136
/content/drive/MyDrive/img/198800901/198800901_4.jpg,198800901,크록신정250밀리그램,원형,노랑,JYC,분할선,5,3,515,223
/content/drive/MyDrive/img/201904588/201904588_1.jpg,201904588,파인에스정,삼각형,노랑,마크N,-,3,3,1161,1
/content/drive/MyDrive/img/200701280/200701280_30.jpg,200701280,렉스펜정,장방형,하양,T39,-,7,22,916,1
/content/drive/MyDrive/img/201904588/201904588_77.jpg,201904588,파인에스정,삼각형,노랑,마크N,-,3,3,1161,1
/content/drive/MyDrive/img/200802513/200802513_5.jpg,200802513,라이켄캡슐500mg,장방형,연두,BMI116,-,7,11,122,1
/content/drive/MyDrive/img/201700641/201700641_25.jpg,201700641,비나플러스연질캡슐,장방형,갈색,VNP,-,7,0,1000,1
/content/drive/MyDrive/img/198601478/198601478_59.jpg,198601478,토레스정,원형,하양,TL,분할선,5,22,951,223
/content/drive/MyDrive/img/201508370/201508370_41.jpg,201508370,센코딜에스정,원형,연두,KDS,-,5,11,548,1
/content/drive/MyDrive/img/202003068/202003068_62.jpg,202003068,올편제에스정,장방형,연두,OPS,-,7,11,732,1
/content/drive/MyDrive/img/201700539/201700539_21.jpg,201700539,모아헬드원정,타원형,갈색,MOA,-,8,0,667,1
/content/drive/MyDrive/img/200400118/200400118_47.jpg,200400118,락토웰장용캡슐,장방형,연두,CKDLTW,-,7,11,185,1
/content/drive/MyDrive/img/201602682/201602682_59.jpg,201602682,메클린구강용해필름25밀리그램,사각형,노랑,-,-,2,3,0,1
/content/drive/MyDrive/img/200810996/200810996_92.jpg,200810996,에이올정,장방형,분홍,PKD,-,7,7,745,1
/content/drive/MyDrive/img/200403777/200403777_19.jpg,200403777,벤다졸정,타원형,노랑,Korus,Korus,8,3,600,121
/content/drive/MyDrive/img/199600328/199600328_94.jpg,199600328,바로닉신정125밀리그램,원형,하양,CGPBN,-,5,22,169,1
/content/drive/MyDrive/img/200700800/200700800_58.jpg,200700800,텐텐츄정,사각형,빨강,-,-,2,9,0,1
/content/drive/MyDrive/img/200008589/200008589_91.jpg,200008589,카네스텐1질정,기타,하양,BAYER,MU,0,22,102,140
/content/drive/MyDrive/img/199600201/199600201_19.jpg,199600201,카네마졸질정100mg,기타,하양,DPC,K,0,22,295,119
/content/drive/MyDrive/img/199601068/199601068_91.jpg,199601068,하이라제정,원형,하양,H,마크,5,22,404,214
/content/drive/MyDrive/img/201309202/201309202_19.jpg,201309202,잔큐75정,육각형,주황,DID,75,6,13,284,24
/content/drive/MyDrive/img/202103680/202103680_41.jpg,202103680,아페인큐정,원형,분홍,NVM,분할선,5,7,723,223
/content/drive/MyDrive/img/201308385/201308385_72.jpg,201308385,이부로엔연질캡슐,타원형,노랑|투명,SKIBN,-,8,4,863,1
/content/drive/MyDrive/img/201908438/201908438_80.jpg,201908438,덱시파인정,장방형,분홍,마크N분할선DE,-,7,7,1165,1
/content/drive/MyDrive/img/201207012/201207012_79.jpg,201207012,지아이지정75밀리그램,원형,주황,GI,75,5,13,385,24
/content/drive/MyDrive/img/201110563/201110563_86.jpg,201110563,폴시드정0,원형,노랑,CΛF,-,5,3,239,1
/content/drive/MyDrive/img/200008591/200008591_44.jpg,200008591,바이엘아스피린정500밀리그람,원형,하양,마크,ASPIRIN0.5,5,22,1137,39
/content/drive/MyDrive/img/201907485/201907485_37.jpg,201907485,큐센400이부프로펜연질캡슐,타원형,주황|투명,QS400,-,8,14,774,1
/content/drive/MyDrive/img/199700553/199700553_39.jpg,199700553,큐란정75밀리그램,오각형,분홍,ID,75,4,7,457,24
/content/drive/MyDrive/img/201206499/201206499_40.jpg,201206499,알게론정500밀리그램,원형,하양,마크,D04,5,22,1137,82
/content/drive/MyDrive/img/201701158/201701158_99.jpg,201701158,에페젠정,삼각형,파랑,EAC,분할선,3,20,317,223
/content/drive/MyDrive/img/201802334/201802334_29.jpg,201802334,마그포스액티브연질캡슐,타원형,갈색,MFAC,-,8,0,636,1
/content/drive/MyDrive/img/201904588/201904588_44.jpg,201904588,파인에스정,삼각형,노랑,마크N,-,3,3,1161,1
/content/drive/MyDrive/img/200009525/200009525_93.jpg,200009525,로와콜연질캡슐,기타,초록|투명,-,-,0,18,0,1
/content/drive/MyDrive/img/199800767/199800767_49.jpg,199800767,트라몰8시간서방정650밀리그람,타원형,하양,TRAMOLER,-,8,22,956,1
/content/drive/MyDrive/img/200811106/200811106_75.jpg,200811106,코큐헬씨타민연질캡슐,장방형,검정,RPCQH,-,7,2,786,1
/content/drive/MyDrive/img/201310592/201310592_75.jpg,201310592,바소피린장용정,원형,하양,VP,-,5,22,1001,1
/content/drive/MyDrive/img/200001368/200001368_56.jpg,200001368,애니펜정300밀리그램,장방형,분홍,A분할선G,ΛNF,7,7,92,211
/content/drive/MyDrive/img/202102443/202102443_4.jpg,202102443,엔디콜정,타원형,노랑,NVM,-,8,3,723,1
/content/drive/MyDrive/img/200808862/200808862_3.jpg,200808862,장비오캡슐,장방형,하양,MPSJBO,-,7,22,670,1
/content/drive/MyDrive/img/199701099/199701099_66.jpg,199701099,알메텍정,타원형,하양,SNP,분할선,8,22,870,223
/content/drive/MyDrive/img/198400399/198400399_69.jpg,198400399,카마졸질정,기타,하양,KW,-,0,22,597,1
/content/drive/MyDrive/img/201603096/201603096_51.jpg,201603096,크로닌연질캡슐,장방형,청록|투명,크로닌,-,7,16,1244,1
/content/drive/MyDrive/img/199400891/199400891_29.jpg,199400891,알콤정,사각형,분홍,A,I분할선Y,2,7,16,115
/content/drive/MyDrive/img/200900682/200900682_45.jpg,200900682,굿스펜연질캡슐,장방형,투명,KDGP,-,7,19,544,1
/content/drive/MyDrive/img/201905349/201905349_19.jpg,201905349,유비센정,원형,연두,NY,-,5,11,724,1
/content/drive/MyDrive/img/199000383/199000383_58.jpg,199000383,알파본연질캡슐,기타,노랑|투명,-,-,0,4,0,1
/content/drive/MyDrive/img/200301993/200301993_2.jpg,200301993,로젤민연질캡슐,타원형,초록,ALPHA,-,8,17,42,1
/content/drive/MyDrive/img/201308550/201308550_8.jpg,201308550,슬림비플러스정,삼각형,노랑,마크,SP,3,3,1137,161
/content/drive/MyDrive/img/200906966/200906966_70.jpg,200906966,제로정150mg,마름모형,파랑,마크,X,1,20,1137,197
/content/drive/MyDrive/img/201007309/201007309_35.jpg,201007309,파워본연질캡슐,장방형,갈색,CGPPW,-,7,0,175,1
/content/drive/MyDrive/img/199700553/199700553_34.jpg,199700553,큐란정75밀리그램,오각형,분홍,ID,75,4,7,457,24
/content/drive/MyDrive/img/200402546/200402546_29.jpg,200402546,이모나캡슐,장방형,초록,마크EMN,-,7,17,1152,1
/content/drive/MyDrive/img/201405107/201405107_26.jpg,201405107,티노큐정75mg,오각형,분홍,BP,75,4,7,126,24
/content/drive/MyDrive/img/200301069/200301069_12.jpg,200301069,마이부틴정,원형,하양,DM,분할선,5,22,291,223
/content/drive/MyDrive/img/199000383/199000383_91.jpg,199000383,알파본연질캡슐,기타,노랑|투명,-,-,0,4,0,1
/content/drive/MyDrive/img/199400891/199400891_70.jpg,199400891,알콤정,사각형,분홍,A,I분할선Y,2,7,16,115
/content/drive/MyDrive/img/199300255/199300255_36.jpg,199300255,우노바캡슐,장방형,검정,DPCWNV,-,7,2,297,1
/content/drive/MyDrive/img/200808862/200808862_10.jpg,200808862,장비오캡슐,장방형,하양,MPSJBO,-,7,22,670,1
/content/drive/MyDrive/img/200400135/200400135_44.jpg,200400135,덱시로펜정,장방형,분홍,DPC,-,7,7,295,1
/content/drive/MyDrive/img/199802684/199802684_55.jpg,199802684,하이티딘정,원형,하양,YPHD,-,5,22,1068,1
/content/drive/MyDrive/img/201007341/201007341_91.jpg,201007341,오메코프에스캡슐,장방형,하양,CGPOMFC,-,7,22,174,1
/content/drive/MyDrive/img/200009525/200009525_64.jpg,200009525,로와콜연질캡슐,기타,초록|투명,-,-,0,18,0,1
/content/drive/MyDrive/img/198400399/198400399_60.jpg,198400399,카마졸질정,기타,하양,KW,-,0,22,597,1
/content/drive/MyDrive/img/200000493/200000493_22.jpg,200000493,기치코프에스캡슐,장방형,초록,CGPGC,-,7,17,171,1
/content/drive/MyDrive/img/201404893/201404893_60.jpg,201404893,일양바이오라니티딘정75밀리그램,오각형,분홍,IB,5,4,7,451,21
/content/drive/MyDrive/img/198500436/198500436_73.jpg,198500436,엠코발500마이크로그램캡슐,장방형,빨강,D-WD-WMCBMCB,-,7,9,253,1
/content/drive/MyDrive/img/199400891/199400891_17.jpg,199400891,알콤정,사각형,분홍,A,I분할선Y,2,7,16,115
/content/drive/MyDrive/img/201606492/201606492_29.jpg,201606492,마그토벤연질캡슐,장방형,갈색,MTB,-,7,0,674,1
/content/drive/MyDrive/img/200403333/200403333_90.jpg,200403333,에센비정,사각형,갈색,E,마크,2,0,315,214
/content/drive/MyDrive/img/200401445/200401445_60.jpg,200401445,엘로틴캡슐,장방형,초록,마크ELT,-,7,17,1151,1
/content/drive/MyDrive/img/201701352/201701352_97.jpg,201701352,파워본앤킹연질캡슐,장방형,갈색,SNPPW,-,7,0,877,1
/content/drive/MyDrive/img/197000037/197000037_10.jpg,197000037,아로나민골드정,타원형,빨강,Aro-G,Aro-G,8,9,88,42
/content/drive/MyDrive/img/200009088/200009088.jpg,200009088,로와치넥스캡슐,기타,노랑|투명,-,-,0,4,0,1
/content/drive/MyDrive/img/201109733/201109733_9.jpg,201109733,미놀에프트로키,기타,주황,MINOL·FT·,MINOL·FT·,0,13,645,136
/content/drive/MyDrive/img/200400463/200400463_90.jpg,200400463,이지엔6애니연질캡슐,타원형,청록|투명,ANY,-,8,16,59,1
/content/drive/MyDrive/img/200607903/200607903_25.jpg,200607903,셀지민정,타원형,분홍,SEZ,분할선,8,7,833,223
/content/drive/MyDrive/img/201803183/201803183_19.jpg,201803183,메디콘600정,타원형,갈색,BKB1,분할선,8,0,114,223
/content/drive/MyDrive/img/199400891/199400891_25.jpg,199400891,알콤정,사각형,분홍,A,I분할선Y,2,7,16,115
/content/drive/MyDrive/img/200402065/200402065_14.jpg,200402065,오스틴엘시스틴연질캡슐500밀리그램,장방형,주황,WaLL.S,-,7,13,1025,1
/content/drive/MyDrive/img/197400343/197400343_97.jpg,197400343,신일브롬헥신염산염정,원형,노랑,R,분할선,5,3,775,223
/content/drive/MyDrive/img/200001102/200001102_69.jpg,200001102,샤이닝정,타원형,하양,D-W,S분할선G,8,22,249,166
/content/drive/MyDrive/img/200502970/200502970_0.jpg,200502970,넥스톤연질캡슐,장방형,검정,RPNEX,-,7,2,797,1
/content/drive/MyDrive/img/197900219/197900219_34.jpg,197900219,마스질정,원형,노랑,TG분할선MG,-,5,3,943,1
/content/drive/MyDrive/img/201308550/201308550_7.jpg,201308550,슬림비플러스정,삼각형,노랑,마크,SP,3,3,1137,161
/content/drive/MyDrive/img/201600574/201600574_69.jpg,201600574,가네진정,타원형,빨강,GNZ,마크,8,9,391,214
/content/drive/MyDrive/img/200710167/200710167_1.jpg,200710167,아이비즈연질캡슐,삼각형,초록,-,-,3,17,0,1
/content/drive/MyDrive/img/202103971/202103971_80.jpg,202103971,바로큐이브연질캡슐,타원형,노랑|투명,KNB,-,8,4,575,1
/content/drive/MyDrive/img/200903392/200903392_3.jpg,200903392,제로민연질캡슐,타원형,청록|투명,제로민,-,8,16,1235,1
/content/drive/MyDrive/img/201306063/201306063_1.jpg,201306063,밸런비타연질캡슐,타원형,검정,BLVITA,-,8,2,120,1
/content/drive/MyDrive/img/201205251/201205251_85.jpg,201205251,애드민포르테정,마름모형,하양,PNX,분할선,1,22,754,223
/content/drive/MyDrive/img/199501953/199501953_13.jpg,199501953,신일티아민염산염정10밀리그램,원형,하양,10,SIL,5,22,3,160
/content/drive/MyDrive/img/198901916/198901916_40.jpg,198901916,신일소브레롤캡슐200밀리그램,장방형,초록,SINILSBR　　　200,-,7,17,850,1
/content/drive/MyDrive/img/201906421/201906421_45.jpg,201906421,펜타셀100마이크로그램퍼오랄정,원형,하양,ST,-,5,22,896,1
/content/drive/MyDrive/img/200907725/200907725_77.jpg,200907725,비스칸엔캡슐,장방형,하양,마크NXK,-,7,22,1164,1
/content/drive/MyDrive/img/201501592/201501592_61.jpg,201501592,낙센연질캡슐,타원형,분홍|투명,NAX,-,8,8,698,1
/content/drive/MyDrive/img/201700055/201700055_62.jpg,201700055,마그릭츄어블정,사각형,분홍,IY,-,2,7,483,1
/content/drive/MyDrive/img/200102561/200102561_91.jpg,200102561,리치칼슘연질캡슐,삼각형,갈색|투명,-,-,3,1,0,1
/content/drive/MyDrive/img/201309804/201309804_26.jpg,201309804,리액트프리미엄정,원형,갈색,IY,RE,5,0,483,149
/content/drive/MyDrive/img/200300095/200300095_87.jpg,200300095,젠빅연질캡슐,장방형,갈색,GEN,-,7,0,376,1
/content/drive/MyDrive/img/201801088/201801088_88.jpg,201801088,통클리어연질캡슐,타원형,파랑|투명,APG,-,8,21,60,1
/content/drive/MyDrive/img/200201481/200201481_12.jpg,200201481,하드칼츄어블정,원형,하양,BKH-Ca,-,5,22,116,1
/content/drive/MyDrive/img/201205043/201205043_58.jpg,201205043,고운자임맘정,기타,분홍,마크,Mom,0,7,1137,141
/content/drive/MyDrive/img/199500850/199500850_56.jpg,199500850,바르젠정,원형,주황,BP,-,5,13,126,1
/content/drive/MyDrive/img/199703566/199703566_50.jpg,199703566,통키파에이정,타원형,파랑,마크,-,8,20,1137,1
/content/drive/MyDrive/img/201700510/201700510_88.jpg,201700510,메가트루액티브정,타원형,분홍,B-AT,YH,8,7,99,199
/content/drive/MyDrive/img/201904588/201904588_7.jpg,201904588,파인에스정,삼각형,노랑,마크N,-,3,3,1161,1
/content/drive/MyDrive/img/199702918/199702918_60.jpg,199702918,아미세타정325밀리그람,원형,하양,K분할선M,-,5,22,603,1
/content/drive/MyDrive/img/201700750/201700750_2.jpg,201700750,헤모큐수정,타원형,갈색,-,HQ,8,0,0,110
/content/drive/MyDrive/img/198802349/198802349_41.jpg,198802349,카로마스텐질정100밀리그램,기타,하양,YPCΛ,100,0,22,1066,4
/content/drive/MyDrive/img/200301181/200301181_59.jpg,200301181,포부틴정,원형,하양,UK9,-,5,22,976,1
/content/drive/MyDrive/img/199802435/199802435_87.jpg,199802435,쎄쎄250츄정,사각형,주황,-,-,2,13,0,1
/content/drive/MyDrive/img/200906966/200906966_56.jpg,200906966,제로정150mg,마름모형,파랑,마크,X,1,20,1137,197
/content/drive/MyDrive/img/201400701/201400701_89.jpg,201400701,알마티정,장방형,하양,HN,ΛM,7,22,434,210
/content/drive/MyDrive/img/200706280/200706280_35.jpg,200706280,티라노골드츄어블정,원형,분홍,마크,마크,5,7,1137,214
/content/drive/MyDrive/img/200410715/200410715_51.jpg,200410715,칼테오-40정,타원형,하양,Calteo,40,8,22,231,18
/content/drive/MyDrive/img/199901047/199901047_81.jpg,199901047,태극나렉신정,원형,파랑,TGNLC,-,5,20,937,1
/content/drive/MyDrive/img/201705636/201705636_10.jpg,201705636,일성아세트아미노펜정325밀리그램,원형,하양,ISP분할선,2,5,22,479,11
/content/drive/MyDrive/img/200102577/200102577_88.jpg,200102577,아세핀정,원형,하양,ACEPIN분할선325,-,5,22,24,1
/content/drive/MyDrive/img/199802435/199802435_84.jpg,199802435,쎄쎄250츄정,사각형,주황,-,-,2,13,0,1
/content/drive/MyDrive/img/199201106/199201106_75.jpg,199201106,알드린정,원형,하양,ALT,-,5,22,45,1
/content/drive/MyDrive/img/200102561/200102561_38.jpg,200102561,리치칼슘연질캡슐,삼각형,갈색|투명,-,-,3,1,0,1
/content/drive/MyDrive/img/202003789/202003789_1.jpg,202003789,치치렌정,원형,분홍,TUD,-,5,7,959,1
/content/drive/MyDrive/img/202001470/202001470_54.jpg,202001470,엠지멕스플러스연질캡슐,타원형,갈색,MGMP,-,8,0,642,1
/content/drive/MyDrive/img/201907830/201907830_25.jpg,201907830,미가펜에스연질캡슐,타원형,빨강|투명,미가펜S,-,8,10,1190,1
/content/drive/MyDrive/img/200402458/200402458_43.jpg,200402458,엘펙탄캡슐,장방형,초록,SUDOSUDOEPTEPT,-,7,17,899,1
/content/drive/MyDrive/img/200712903/200712903_42.jpg,200712903,랜시드정,원형,하양,HKLC,-,5,22,425,1
/content/drive/MyDrive/img/201203095/201203095_63.jpg,201203095,알마딘정,원형,노랑,PNX,-,5,3,754,1
/content/drive/MyDrive/img/201706676/201706676_11.jpg,201706676,킥콜드에프연질캡슐,타원형,빨강|투명,KCF,-,8,10,538,1
/content/drive/MyDrive/img/201700055/201700055_44.jpg,201700055,마그릭츄어블정,사각형,분홍,IY,-,2,7,483,1
/content/drive/MyDrive/img/198400399/198400399_12.jpg,198400399,카마졸질정,기타,하양,KW,-,0,22,597,1
/content/drive/MyDrive/img/199601337/199601337_48.jpg,199601337,아스타펜정160밀리그람,원형,하양,ATP,분할선,5,22,78,223
/content/drive/MyDrive/img/200400641/200400641_16.jpg,200400641,세리펙에스정,원형,주황,ANP,SRP,5,13,56,162
/content/drive/MyDrive/img/199600201/199600201_23.jpg,199600201,카네마졸질정100mg,기타,하양,DPC,K,0,22,295,119
/content/drive/MyDrive/img/200009088/200009088_92.jpg,200009088,로와치넥스캡슐,기타,노랑|투명,-,-,0,4,0,1
/content/drive/MyDrive/img/199802138/199802138_94.jpg,199802138,넬슨로라타딘정,타원형,하양,NS,10,8,22,717,3
/content/drive/MyDrive/img/201404221/201404221_68.jpg,201404221,싸이타민정,기타,분홍,마크,-,0,7,1137,1
/content/drive/MyDrive/img/200009525/200009525_68.jpg,200009525,로와콜연질캡슐,기타,초록|투명,-,-,0,18,0,1
/content/drive/MyDrive/img/200704918/200704918_44.jpg,200704918,콜콜코정,원형,하양,CA분할선CO,-,5,22,158,1
/content/drive/MyDrive/img/199702118/199702118_41.jpg,199702118,레디비타정,장방형,갈색,NELSON,-,7,0,701,1
/content/drive/MyDrive/img/201309202/201309202_4.jpg,201309202,잔큐75정,육각형,주황,DID,75,6,13,284,24
/content/drive/MyDrive/img/201405107/201405107_1.jpg,201405107,티노큐정75mg,오각형,분홍,BP,75,4,7,126,24
/content/drive/MyDrive/img/200403333/200403333_47.jpg,200403333,에센비정,사각형,갈색,E,마크,2,0,315,214
/content/drive/MyDrive/img/200201329/200201329_49.jpg,200201329,디프로펜정300밀리그램,장방형,주황,DPF,분할선,7,13,298,223
/content/drive/MyDrive/img/200402912/200402912_52.jpg,200402912,엘도린캡슐,장방형,초록,YPPEDL,-,7,17,1073,1
/content/drive/MyDrive/img/202102900/202102900_80.jpg,202102900,판크레아정,장방형,연두,MPA,-,7,11,669,1
/content/drive/MyDrive/img/201205150/201205150_87.jpg,201205150,위스날정,원형,하양,WS,-,5,22,1021,1
/content/drive/MyDrive/img/201904588/201904588_63.jpg,201904588,파인에스정,삼각형,노랑,마크N,-,3,3,1161,1
/content/drive/MyDrive/img/201603293/201603293_69.jpg,201603293,젠빅플러스연질캡슐,장방형,갈색,젠빅플러스,-,7,0,1236,1
/content/drive/MyDrive/img/201205043/201205043_25.jpg,201205043,고운자임맘정,기타,분홍,마크,Mom,0,7,1137,141
