path,code,name,shape,color,front,back,shape_class,color_class,front_class,back_class
../data/img\199702846/199702846.jpg,199702846,하원세티리진정,장방형,하양,hw분할선7,-,7,22,1092,1
../data/img\199702918/199702918.jpg,199702918,아미세타정325밀리그람,원형,하양,K분할선M,-,5,22,603,1
../data/img\199703010/199703010.jpg,199703010,초당아스피린장용정100mg,원형,하양,AS,CD,5,22,67,64
../data/img\199703126/199703126.jpg,199703126,아티란캡슐200밀리그램,장방형,초록,마크ATR,-,7,17,1143,1
../data/img\199703153/199703153.jpg,199703153,씨즈날정,장방형,하양,CZT,분할선,7,22,228,223
../data/img\199703379/199703379.jpg,199703379,알마겐트정,장방형,하양,Korus,-,7,22,600,1
../data/img\199703384/199703384.jpg,199703384,엑코스정,원형,하양,HKCS,분할선,5,22,423,223
../data/img\199703423/199703423.jpg,199703423,지오연질캅셀,장방형,갈색,G-O,-,7,0,368,1
../data/img\199703566/199703566.jpg,199703566,통키파에이정,타원형,파랑,마크,-,8,20,1137,1
../data/img\199800303/199800303.jpg,199800303,알지텍정,장방형,하양,GPA,분할선,7,22,394,223
../data/img\199800468/199800468.jpg,199800468,세노바정,타원형,하양,CNV,분할선,8,22,197,223
../data/img\199800471/199800471.jpg,199800471,속시나제삼중정,원형,하양|갈색,S,-,5,23,809,1
../data/img\199800473/199800473.jpg,199800473,라니원정,원형,분홍,마크,-,5,7,1137,1
../data/img\199800504/199800504.jpg,199800504,알레틴정,원형,하양,마크분할선24,-,5,22,1175,1
../data/img\199800767/199800767.jpg,199800767,트라몰8시간서방정650밀리그람,타원형,하양,TRAMOLER,-,8,22,956,1
../data/img\199800785/199800785.jpg,199800785,미리놀캡슐,장방형,초록,마크MRL,-,7,17,1160,1
../data/img\199801016/199801016.jpg,199801016,알레그라정120밀리그람,장방형,분홍,012---,-,7,7,2,1
../data/img\199801026/199801026.jpg,199801026,훼스탈플러스정,장방형,하양,훼스탈PLUS,-,7,22,1281,1
../data/img\199801158/199801158.jpg,199801158,뮤코리드캅셀200mg,장방형,연두,MUCORIDJRP200mg,-,7,11,683,1
../data/img\199801258/199801258.jpg,199801258,잔트락틴정,원형,하양,ZLT,-,5,22,1080,1
../data/img\199801309/199801309.jpg,199801309,마그틴정,원형,노랑,JYP,분할선,5,3,517,223
../data/img\199801389/199801389.jpg,199801389,아코라마캡슐200밀리그램,장방형,초록,AKR200,-,7,17,39,1
../data/img\199801435/199801435.jpg,199801435,파마탄산칼슘정,원형,하양,C3K,-,5,22,145,1
../data/img\199801474/199801474.jpg,199801474,파마메코발라민정,원형,갈색,마크,-,5,0,1137,1
../data/img\199801495/199801495.jpg,199801495,세라진정,장방형,하양,SJCT,-,7,22,855,1
../data/img\199801625/199801625.jpg,199801625,트리부틴정200밀리그램,원형,하양,마크,분할선,5,22,1137,223
../data/img\199801815/199801815.jpg,199801815,헤모케어정,장방형,초록,WK26,-,7,17,1018,1
../data/img\199801849/199801849.jpg,199801849,알지렉스정,장방형,하양,WK10,-,7,22,1016,1
../data/img\199801877/199801877.jpg,199801877,아나리바정,장방형,노랑,WJ61,-,7,3,1013,1
../data/img\199801959/199801959.jpg,199801959,나프록스정275mg,장방형,하양,YI,43,7,22,1053,19
../data/img\199802000/199802000.jpg,199802000,네프비타정,원형,노랑,DID,-,5,3,284,1
../data/img\199802009/199802009.jpg,199802009,러지텍정,장방형,하양,DID,DID,7,22,284,89
../data/img\199802138/199802138.jpg,199802138,넬슨로라타딘정,타원형,하양,NS,10,8,22,717,3
../data/img\199802236/199802236.jpg,199802236,파로네프캡슐,장방형,노랑,SUDOSUDOPRNPRN,-,7,3,900,1
../data/img\199802384/199802384.jpg,199802384,신일엠정,원형,하양,M,SIL,5,22,628,160
../data/img\199802387/199802387.jpg,199802387,나프롱정,장방형,파랑,NPRT,-,7,20,716,1
../data/img\199802435/199802435.jpg,199802435,쎄쎄250츄정,사각형,주황,-,-,2,13,0,1
../data/img\199802620/199802620.jpg,199802620,쎄로테정,장방형,하양,CP8,-,7,22,209,1
../data/img\199802621/199802621.jpg,199802621,프리나정,타원형,파랑,CPK10,-,8,20,210,1
../data/img\199802656/199802656.jpg,199802656,타미진정,타원형,하양,ALPHA,-,8,22,42,1
../data/img\199802670/199802670.jpg,199802670,폴시드정,원형,노랑,FOL,분할선,5,3,363,223
../data/img\199802671/199802671.jpg,199802671,리보테인정,원형,분홍,CARB,-,5,7,155,1
../data/img\199802684/199802684.jpg,199802684,하이티딘정,원형,하양,YPHD,-,5,22,1068,1
../data/img\199803095/199803095.jpg,199803095,지엘세티리진염산염정,장방형,하양,CTZ,마크,7,22,221,214
../data/img\199803133/199803133.jpg,199803133,후라워정,원형,하양,A분할선N,CD,5,22,94,64
../data/img\199803521/199803521.jpg,199803521,카세롤연질캡슐,장방형,갈색,RPCSR,-,7,0,788,1
../data/img\199803684/199803684.jpg,199803684,유니탁정,원형,하양,U-I,분할선,5,22,973,223
../data/img\199804309/199804309.jpg,199804309,알로판400mg정,타원형,주황,N분할선LT,-,8,13,730,1
../data/img\199804331/199804331.jpg,199804331,넥스팜염산암부록솔정,원형,하양,AMBU,-,5,22,48,1
../data/img\199804342/199804342.jpg,199804342,클리네정,원형,하양,NK,CL,5,22,705,70
../data/img\199806820/199806820.jpg,199806820,미뉴렛정,원형,하양,-,-,5,22,0,1
../data/img\199806985/199806985.jpg,199806985,씨메탈시정,타원형,하양,CI,CD,8,22,182,64
../data/img\199900528/199900528.jpg,199900528,쎄투연질캡슐,장방형,갈색,YHE+Mg,-,7,0,1048,1
../data/img\199900536/199900536.jpg,199900536,쎄이칼정,타원형,연두,YH,S-C,8,11,1043,155
../data/img\199900554/199900554.jpg,199900554,안타신정,타원형,하양,KOLON,-,8,22,582,1
../data/img\199900834/199900834.jpg,199900834,멘자펜정,장방형,분홍,MSP,-,7,7,672,1
../data/img\199900926/199900926.jpg,199900926,훼스탈골드정,장방형,하양,FG,-,7,22,360,1
../data/img\199900968/199900968.jpg,199900968,덴포스에프캡슐,장방형,파랑,GPDPF,-,7,20,395,1
../data/img\199901047/199901047.jpg,199901047,태극나렉신정,원형,파랑,TGNLC,-,5,20,937,1
../data/img\199901076/199901076.jpg,199901076,라마틴정,원형,연두,BPR,-,5,11,127,1
../data/img\199901258/199901258.jpg,199901258,덴탁스캡슐,장방형,주황,JYDTX,-,7,13,516,1
../data/img\199901332/199901332.jpg,199901332,유니자임정,원형,연두,DKU,-,5,11,290,1
../data/img\199901375/199901375.jpg,199901375,아루펜정400밀리그람,장방형,하양,ARP,분할선,7,22,65,223
../data/img\199901404/199901404.jpg,199901404,쎄토마연질캡슐,장방형,갈색,KNMG,-,7,0,580,1
../data/img\199901457/199901457.jpg,199901457,마그오캡슐250mg,장방형,하양,Mgo250,-,7,22,686,1
../data/img\199901458/199901458.jpg,199901458,마그오캡슐500mg,장방형,초록,Mgo500,-,7,17,687,1
../data/img\199901480/199901480.jpg,199901480,윈스틴연질캡슐,장방형,빨강,SJWST,-,7,9,859,1
../data/img\199901507/199901507.jpg,199901507,콘로인캡슐,장방형,주황,SAMJINCHONROIN,-,7,13,814,1
../data/img\199901516/199901516.jpg,199901516,세란드정,원형,하양,마크,-,5,22,1137,1
../data/img\199901519/199901519.jpg,199901519,레피즈캡슐,장방형,노랑,RAPIZSAMJIN,-,7,3,776,1
../data/img\199901601/199901601.jpg,199901601,로라타인정,타원형,하양,U분할선T,-,8,22,983,1
../data/img\199902295/199902295.jpg,199902295,위나시드정,원형,연두,NSP,-,5,11,720,1
../data/img\199902599/199902599.jpg,199902599,미래나프록센나트륨정,장방형,파랑,-,마크NP,7,20,0,219
../data/img\199902612/199902612.jpg,199902612,골사민캡슐,장방형,빨강,GSMSINIL,-,7,9,398,1
../data/img\199902620/199902620.jpg,199902620,라모겔정,원형,하양,SIR,-,5,22,853,1
../data/img\199902656/199902656.jpg,199902656,목틴캡슐200밀리그램,장방형,파랑,HM목틴,-,7,20,433,1
../data/img\199902858/199902858.jpg,199902858,라티딘정,원형,하양,CPK2,-,5,22,211,1
../data/img\199903179/199903179.jpg,199903179,씨씨본정,원형,하양,HS,CC,5,22,438,63
../data/img\199903219/199903219.jpg,199903219,휴온스아세틸시스테인캡슐200mg,장방형,파랑,마크ACT,-,7,20,1142,1
../data/img\199903247/199903247.jpg,199903247,지엘피코락정,원형,연두,마크,-,5,11,1137,1
../data/img\199903649/199903649.jpg,199903649,세브론캡슐,장방형,파랑,마크SBR,-,7,20,1170,1
../data/img\199903754/199903754.jpg,199903754,시스틴500연질캡슐,장방형,주황,CYT500,-,7,13,226,1
../data/img\199907335/199907335.jpg,199907335,한미알마게이트정500밀리그램,장방형,하양,HMP,분할선,7,22,430,223
../data/img\199907419/199907419.jpg,199907419,정장생캡슐,장방형,파랑,JJSJJS,-,7,20,504,1
../data/img\200000242/200000242.jpg,200000242,동광세티리진염산염정,장방형,하양,DK,-,7,22,288,1
../data/img\200000431/200000431.jpg,200000431,복합쓸기담연질캡슐,장방형,노랑,복합쓸기담,-,7,3,1197,1
../data/img\200000493/200000493.jpg,200000493,기치코프에스캡슐,장방형,초록,CGPGC,-,7,17,171,1
../data/img\200000559/200000559.jpg,200000559,후루케어캡슐200밀리그램,장방형,청록,ID200,-,7,15,458,1
../data/img\200000560/200000560.jpg,200000560,일동비타민씨정1000밀리그램,타원형,하양,IDV,분할선,8,22,470,223
../data/img\200000569/200000569.jpg,200000569,훼리탑캡슐,장방형,빨강,일동제약훼리탑,-,7,9,1232,1
../data/img\200000743/200000743.jpg,200000743,노노콜캡슐,장방형,파랑,JW4JW4,-,7,20,512,1
../data/img\200000744/200000744.jpg,200000744,아웃콜에프캡슐,장방형,파랑,JW5JW5,-,7,20,513,1
../data/img\200000801/200000801.jpg,200000801,복합우루사연질캡슐,장방형,초록,복합우루사,-,7,17,1198,1
../data/img\200000803/200000803.jpg,200000803,젠가드에프캡슐,장방형,파랑,D.WZGDF,-,7,20,261,1
../data/img\200000930/200000930.jpg,200000930,닥스펜정,장방형,분홍,마크,D300,7,7,1137,83
../data/img\200000999/200000999.jpg,200000999,타스펜8시간이알서방정650밀리그람,장방형,하양,T-ER,-,7,22,910,1
../data/img\200001102/200001102.jpg,200001102,샤이닝정,타원형,하양,D-W,S분할선G,8,22,249,166
../data/img\200001172/200001172.jpg,200001172,디퓨탭서방정,장방형,하양,D분할선S,DFT,7,22,312,88
../data/img\200001184/200001184.jpg,200001184,로다인정,타원형,하양,분할선10,-,8,22,1202,1
../data/img\200001186/200001186.jpg,200001186,이엠지연질캡슐,장방형,갈색,EMG,-,7,0,326,1
../data/img\200001232/200001232.jpg,200001232,라니포스정,원형,노랑,KS,RT,5,3,589,153
../data/img\200001305/200001305.jpg,200001305,복합탈시드츄어블정,원형,하양,마크,마크,5,22,1137,214
../data/img\200001328/200001328.jpg,200001328,오메코정,타원형,하양,CGP10,-,8,22,167,1
../data/img\200001368/200001368.jpg,200001368,애니펜정300밀리그램,장방형,분홍,A분할선G,ΛNF,7,7,92,211
../data/img\200001377/200001377.jpg,200001377,코애드정,장방형,하양,TG,CED,7,22,929,65
../data/img\200001493/200001493.jpg,200001493,프리넥캡슐,장방형,연두,프리넥프리넥,-,7,11,1262,1
../data/img\200001495/200001495.jpg,200001495,디아로펜캡슐,장방형,주황,디아로펜디아로펜,-,7,13,1118,1
../data/img\200001515/200001515.jpg,200001515,알레드정,원형,하양,C분할선C,-,5,22,245,1
../data/img\200001519/200001519.jpg,200001519,프리노즈정,장방형,파랑,PNT,I분할선Y,7,20,753,115
../data/img\200001638/200001638.jpg,200001638,헤모니아캡슐,장방형,빨강,Hemonia,-,7,9,448,1
../data/img\200001712/200001712.jpg,200001712,삼남로페라마이드캡슐,장방형,하양,LPDLPD,-,7,22,619,1
../data/img\200001713/200001713.jpg,200001713,세티진정,장방형,하양,SN,분할선,7,22,869,223
../data/img\200002121/200002121.jpg,200002121,씨트리드정,원형,하양,마크,C,5,22,1137,60
../data/img\200002301/200002301.jpg,200002301,한신한스콜에스캡슐,장방형,초록,HANSCOL,-,7,17,412,1
../data/img\200002302/200002302.jpg,200002302,한신코푸담캡슐,장방형,파랑,COPDAM,-,7,20,204,1
../data/img\200002328/200002328.jpg,200002328,베루본에스정,원형,노랑,WJ분할선55,S,5,3,1015,154
../data/img\200002385/200002385.jpg,200002385,클리신정,원형,하양,Wal01,-,5,22,1026,1
../data/img\200002386/200002386.jpg,200002386,세미론정,장방형,연두,WAL34,-,7,11,1009,1
../data/img\200002422/200002422.jpg,200002422,안티비오캡슐300mg,장방형,하양,ANCANC300300,-,7,22,54,1
../data/img\200002714/200002714.jpg,200002714,트립라인정,원형,하양,DID,-,5,22,284,1
../data/img\200002729/200002729.jpg,200002729,자니틴정,장방형,노랑,KD,ZN75,7,3,539,206
../data/img\200002787/200002787.jpg,200002787,세르비아캡슐,장방형,노랑,ETEXSRH,-,7,3,336,1
../data/img\200002975/200002975.jpg,200002975,에어로민캡슐,장방형,파랑,SIAR,-,7,20,838,1
../data/img\200002985/200002985.jpg,200002985,액소도스정,원형,하양,T.S,S분할선I,5,22,911,167
../data/img\200003011/200003011.jpg,200003011,이지정,장방형,초록,EASY,분할선,7,17,318,223
../data/img\200003019/200003019.jpg,200003019,삐삐콜플러스정,타원형,파랑,DEX,분할선,8,20,277,223
../data/img\200003060/200003060.jpg,200003060,틴자정,장방형,노랑,CT,TZ,7,3,217,177
../data/img\200003096/200003096.jpg,200003096,티리진정,장방형,하양,HMP,TRZ,7,22,430,175
../data/img\200003154/200003154.jpg,200003154,에치탑캡슐,장방형,노랑,PKPPKP,-,7,3,748,1
../data/img\200003155/200003155.jpg,200003155,클리타정,원형,하양,PK,-,5,22,741,1
../data/img\200003320/200003320.jpg,200003320,하이마린연질캡슐,장방형,초록,하이마린,-,7,17,1268,1
../data/img\200003464/200003464.jpg,200003464,알피렌연질캡슐,타원형,검정,알파,-,8,2,1217,1
../data/img\200003488/200003488.jpg,200003488,콜콜에스캡슐,장방형,파랑,COL,-,7,20,200,1
../data/img\200003493/200003493.jpg,200003493,맥타정,원형,갈색,CAMA,-,5,0,151,1
../data/img\200003806/200003806.jpg,200003806,마그페롤연질캡슐,장방형,갈색,Mg·pherol,-,7,0,689,1
../data/img\200003819/200003819.jpg,200003819,크라렉신정,원형,하양,Cx,분할선,5,22,236,223
../data/img\200004038/200004038.jpg,200004038,리피클연질캡슐,타원형,주황,LPC,-,8,13,618,1
../data/img\200004264/200004264.jpg,200004264,기가에이연질캡슐,타원형,주황|투명,GIGA-A,-,8,14,387,1
../data/img\200004608/200004608.jpg,200004608,아우스에프캡슐,장방형,갈색,H.KrsH.Krs,-,7,0,405,1
../data/img\200004875/200004875.jpg,200004875,아시토바캡슐300mg,장방형,회색,DHNPABC,-,7,27,282,1
../data/img\200005087/200005087.jpg,200005087,아시돌연질캡슐1마이크로그램,타원형,주황,KPP,-,8,13,586,1
../data/img\200005321/200005321.jpg,200005321,타스나정,원형,하양,NKE,-,5,22,709,1
../data/img\200008589/200008589.jpg,200008589,카네스텐1질정,기타,하양,BAYER,MU,0,22,102,140
../data/img\200008591/200008591.jpg,200008591,바이엘아스피린정500밀리그람,원형,하양,마크,ASPIRIN0.5,5,22,1137,39
../data/img\200009088/200009088.jpg,200009088,로와치넥스캡슐,기타,노랑|투명,-,-,0,4,0,1
../data/img\200009333/200009333.jpg,200009333,에이리스정,원형,분홍,마크,912,5,7,1137,25
../data/img\200009525/200009525.jpg,200009525,로와콜연질캡슐,기타,초록|투명,-,-,0,18,0,1
../data/img\200100244/200100244.jpg,200100244,비나폴로엑스트라연질캡슐,장방형,갈색,VPE,-,7,0,1002,1
../data/img\200100323/200100323.jpg,200100323,팍스정,장방형,분홍,K분할선S,3,7,7,604,14
../data/img\200100417/200100417.jpg,200100417,엑시펜정,장방형,분홍,마크32,-,7,7,1140,1
../data/img\200100431/200100431.jpg,200100431,셀트리온트리메부틴말레산염정,원형,노랑,CMT200,-,5,3,195,1
../data/img\200100540/200100540.jpg,200100540,이즈펜정,장방형,노랑,J분할선W,-,7,3,525,1
../data/img\200100586/200100586.jpg,200100586,유한비타민씨정1000mg,장방형,하양,1000,Y분할선H,7,22,6,202
../data/img\200100592/200100592.jpg,200100592,코푸정에스,장방형,노랑,YH,CTS,7,3,1043,78
../data/img\200100614/200100614.jpg,200100614,코미정,장방형,분홍,KOLON,분할선,7,7,582,223
../data/img\200100671/200100671.jpg,200100671,제니드정,원형,노랑,ANP,XID,5,3,56,198
../data/img\200100673/200100673.jpg,200100673,프리카바에프캡슐,장방형,노랑,ANPFRF,-,7,3,57,1
../data/img\200100780/200100780.jpg,200100780,동화덴스톨캡슐,장방형,파랑,D-WD-WDNTDNT,-,7,20,252,1
../data/img\200100795/200100795.jpg,200100795,코비안에스정,원형,주황,S,분할선,5,13,809,223
../data/img\200100837/200100837.jpg,200100837,콜민-에이정,원형,하양,COA,분할선,5,22,199,223
../data/img\200100906/200100906.jpg,200100906,비오락토캡슐,장방형,노랑,SCDBIO,-,7,3,819,1
../data/img\200100915/200100915.jpg,200100915,애니펜정150밀리그람,타원형,분홍,A분할선G,150,8,7,92,9
../data/img\200100922/200100922.jpg,200100922,로노펜정,장방형,주황,TG,RNP,7,13,929,151
../data/img\200100944/200100944.jpg,200100944,파라존정,원형,하양,TGPRZ,-,5,22,938,1
../data/img\200100997/200100997.jpg,200100997,에쟈스민정,타원형,하양,BP분할선BP,-,8,22,130,1
../data/img\200101016/200101016.jpg,200101016,데코라펜정,원형,분홍,J.R,-,5,7,494,1
../data/img\200101022/200101022.jpg,200101022,제이타딘정,타원형,하양,J분할선10,-,8,22,522,1
../data/img\200101037/200101037.jpg,200101037,메빌정,타원형,하양,마크,MEVIL,8,22,1137,133
../data/img\200101249/200101249.jpg,200101249,바이메드캡슐,장방형,하양,ETXBIM,-,7,22,339,1
../data/img\200101315/200101315.jpg,200101315,벤포렉스캡슐,장방형,노랑,마크BFRX,-,7,3,1145,1
../data/img\200101539/200101539.jpg,200101539,알편제정,원형,하양,마크,-,5,22,1137,1
../data/img\200101555/200101555.jpg,200101555,포나민정,장방형,하양,SJO,분할선,7,22,857,223
../data/img\200101570/200101570.jpg,200101570,에코프캡슐,장방형,파랑,ECOUGHSAMJIN,-,7,20,320,1
../data/img\200101633/200101633.jpg,200101633,트리겔정,원형,하양,마크,TR,5,22,1137,174
../data/img\200101683/200101683.jpg,200101683,덱스핀정,타원형,하양,UTD,분할선,8,22,982,223
../data/img\200101738/200101738.jpg,200101738,훼로바-유서방정,원형,갈색,마크,FER,5,0,1137,102
../data/img\200101844/200101844.jpg,200101844,잘젠정,장방형,초록,CZZ,-,7,17,229,1
../data/img\200101871/200101871.jpg,200101871,에이치엘비나프록센정,장방형,하양,CTNF,-,7,22,219,1
../data/img\200102013/200102013.jpg,200102013,엔터폴캡슐,장방형,노랑,WalCO2,-,7,3,1035,1
../data/img\200102499/200102499.jpg,200102499,로이디펜캡슐,장방형,갈색,마크RDP,-,7,0,1168,1
../data/img\200102527/200102527.jpg,200102527,노텍정,장방형,하양,분할선,마크NT,7,22,1201,220
../data/img\200102543/200102543.jpg,200102543,무코신일정,원형,하양,MUCOSINIL,-,5,22,684,1
../data/img\200102561/200102561.jpg,200102561,리치칼슘연질캡슐,삼각형,갈색|투명,-,-,3,1,0,1
../data/img\200102577/200102577.jpg,200102577,아세핀정,원형,하양,ACEPIN분할선325,-,5,22,24,1
../data/img\200102596/200102596.jpg,200102596,로페리드캡슐,장방형,노랑,로페리드,-,7,3,1126,1
../data/img\200102652/200102652.jpg,200102652,안티노정,장방형,연두,PKP,-,7,11,747,1
../data/img\200102653/200102653.jpg,200102653,스카이정,타원형,파랑,PK,-,8,20,741,1
../data/img\200102658/200102658.jpg,200102658,타렌스탑캡슐,장방형,노랑,PK-BPK-B,-,7,3,743,1
../data/img\200102667/200102667.jpg,200102667,코드랍정,원형,하양,PK분할선F,-,5,22,751,1
../data/img\200102671/200102671.jpg,200102671,미다펜정,타원형,하양,PK,M,8,22,741,128
../data/img\200102789/200102789.jpg,200102789,잔타놀정,장방형,하양,CAZT,-,7,22,157,1
../data/img\200102905/200102905.jpg,200102905,구주로라타딘정10밀리그람,타원형,하양,G분할선10,-,8,22,403,1
../data/img\200102920/200102920.jpg,200102920,파워폴연질캡슐,장방형,갈색,POWER,-,7,0,756,1
../data/img\200103013/200103013.jpg,200103013,시노카엔캡슐,장방형,파랑,현대약품시노카N,-,7,20,1274,1
../data/img\200103044/200103044.jpg,200103044,메가코정,장방형,하양,MG,-,7,22,637,1
../data/img\200103049/200103049.jpg,200103049,하이스탈정,원형,초록,MMHIT,-,5,17,661,1
../data/img\200103882/200103882.jpg,200103882,프리메정,장방형,분홍,PM,분할선,7,7,752,223
../data/img\200103884/200103884.jpg,200103884,팜코라민정,타원형,빨강,KPP,-,8,9,586,1
../data/img\200103964/200103964.jpg,200103964,시노피드플러스정,장방형,하양,마크,+SNPD,7,22,1137,0
../data/img\200104079/200104079.jpg,200104079,뿌레콜에프캡슐,장방형,빨강,KBBF,-,7,9,533,1
../data/img\200108429/200108429.jpg,200108429,아스피린프로텍트정100밀리그람,원형,하양,Bayer,-,5,22,139,1
../data/img\200109769/200109769.jpg,200109769,애드빌정,원형,주황,Advil,-,5,13,83,1
../data/img\200200100/200200100.jpg,200200100,모두펜정,장방형,파랑,GH,-,7,20,379,1
../data/img\200200343/200200343.jpg,200200343,락토바이장용캡슐,장방형,연두,IDPLAC,-,7,11,467,1
../data/img\200200414/200200414.jpg,200200414,생장환에스정,원형,연두,LL,-,5,11,616,1
../data/img\200200471/200200471.jpg,200200471,모아훼린캡슐,장방형,갈색,YHMFR,-,7,0,1050,1
../data/img\200200502/200200502.jpg,200200502,프로틴정,원형,하양,마크,B,5,22,1137,46
../data/img\200200662/200200662.jpg,200200662,세토펜8시간이알서방정,장방형,하양,SETOPENER,-,7,22,832,1
../data/img\200200677/200200677.jpg,200200677,모아코정,장방형,하양,AC,MO,7,22,22,137
../data/img\200200734/200200734.jpg,200200734,영진아스피린장용정,원형,하양,AS,-,5,22,67,1
../data/img\200201233/200201233.jpg,200201233,지펜정300밀리그람,장방형,하양,GP,분할선,7,22,393,223
../data/img\200201239/200201239.jpg,200201239,아르펜정,장방형,분홍,A-R,-,7,7,17,1
../data/img\200201329/200201329.jpg,200201329,디프로펜정300밀리그램,장방형,주황,DPF,분할선,7,13,298,223
../data/img\200201481/200201481.jpg,200201481,하드칼츄어블정,원형,하양,BKH-Ca,-,5,22,116,1
../data/img\200201482/200201482.jpg,200201482,타세놀8시간이알서방정,장방형,하양,TACENOLER,-,7,22,919,1
../data/img\200201549/200201549.jpg,200201549,알부라민연질캡슐,장방형,갈색,CTR,-,7,0,220,1
../data/img\200201554/200201554.jpg,200201554,에이치엘비알벤다졸400정,장방형,주황,CT,분할선,7,13,217,223
../data/img\200201695/200201695.jpg,200201695,맥스펜정,장방형,하양,WK21,-,7,22,1017,1
../data/img\200201771/200201771.jpg,200201771,덴타포스캡슐,장방형,갈색,KDCDTF,-,7,0,542,1
../data/img\200201776/200201776.jpg,200201776,하벤목에스캡슐,장방형,하양,하벤목하벤목,-,7,22,1264,1
../data/img\200201781/200201781.jpg,200201781,아스노캅셀,장방형,노랑,ASNKDC,-,7,3,71,1
../data/img\200201784/200201784.jpg,200201784,쎄락틸정300밀리그람,타원형,하양,마크,S분할선R,8,22,1137,169
../data/img\200201812/200201812.jpg,200201812,포린정,장방형,분홍,Y분할선I,23,7,7,1077,13
../data/img\200201831/200201831.jpg,200201831,애스펜정,장방형,분홍,ΛSF,분할선,7,7,1099,223
../data/img\200201906/200201906.jpg,200201906,위소탄-에프정,장방형,하양,NSP,-,7,22,720,1
../data/img\200202148/200202148.jpg,200202148,그리펜-에스정,원형,분홍,GRF,분할선,5,7,397,223
../data/img\200202342/200202342.jpg,200202342,하디콜정,장방형,빨강,KDP,-,7,9,546,1
../data/img\200202343/200202343.jpg,200202343,하디코정,장방형,하양,KDP,-,7,22,546,1
../data/img\200202423/200202423.jpg,200202423,탈스탑캡슐,장방형,노랑,CHO-ATAL,-,7,3,180,1
../data/img\200202573/200202573.jpg,200202573,미투-에스연질캡슐,타원형,갈색,YPP,-,8,0,1072,1
../data/img\200202720/200202720.jpg,200202720,레스톨캡슐,장방형,파랑,MMLST,-,7,20,663,1
../data/img\200202755/200202755.jpg,200202755,에스프로펜정,원형,주황,마크,ESP분할선,5,13,1137,98
../data/img\200202847/200202847.jpg,200202847,티메롤8시간이알서방정,장방형,하양,TMER,-,7,22,952,1
../data/img\200202873/200202873.jpg,200202873,엔시드8시간이알서방정650mg,장방형,하양,ENSIDER,-,7,22,328,1
../data/img\200202928/200202928.jpg,200202928,제스부틴정,원형,연두,GBT,-,5,11,373,1
../data/img\200202988/200202988.jpg,200202988,라니드정,오각형,분홍,HK,75,4,7,421,24
../data/img\200204177/200204177.jpg,200204177,알마트린정,원형,하양,SWAM,-,5,22,904,1
../data/img\200204369/200204369.jpg,200204369,트리엠정100밀리그램,원형,하양,ITM,-,5,22,480,1
../data/img\200210304/200210304.jpg,200210304,판토가캅셀,장방형,초록,마크PTG,-,7,17,1166,1
../data/img\200300095/200300095.jpg,200300095,젠빅연질캡슐,장방형,갈색,GEN,-,7,0,376,1
../data/img\200300100/200300100.jpg,200300100,엘도란트캡슐,장방형,초록,CKDEDLT,-,7,17,184,1
../data/img\200300251/200300251.jpg,200300251,엘펙트캡슐,장방형,초록,KJEPT,-,7,17,555,1
../data/img\200300269/200300269.jpg,200300269,알도스텐캡슐300밀리그램,장방형,초록,IDPADS,-,7,17,465,1
../data/img\200300281/200300281.jpg,200300281,훼리탑에프캡슐,장방형,빨강,훼리탑F일동제약,-,7,9,1280,1
../data/img\200300376/200300376.jpg,200300376,피로펜정,장방형,하양,J분할선W,-,7,22,525,1
../data/img\200300406/200300406.jpg,200300406,닥터베아제정,장방형,주황,닥터베아제,-,7,13,1112,1
../data/img\200300416/200300416.jpg,200300416,다보타민큐정,타원형,갈색,Y분할선H,-,8,0,1076,1
../data/img\200300420/200300420.jpg,200300420,비타써클연질캡슐,타원형,갈색,VCL,-,8,0,990,1
../data/img\200300463/200300463.jpg,200300463,이알디캡슐,장방형,초록,마크ERD,-,7,17,1153,1
../data/img\200300470/200300470.jpg,200300470,포리부틴정150mg,원형,하양,SAMIL분할선150,-,5,22,812,1
../data/img\200300579/200300579.jpg,200300579,도스틴캡슐,장방형,초록,SADST,-,7,17,810,1
../data/img\200300655/200300655.jpg,200300655,진셀몬에스이정,타원형,갈색,ZS,-,8,0,1083,1
../data/img\200300741/200300741.jpg,200300741,에스코판정,원형,하양,CGP31,-,5,22,168,1
../data/img\200300769/200300769.jpg,200300769,엔디스캡슐,장방형,초록,SCDEDS,-,7,17,821,1
../data/img\200300826/200300826.jpg,200300826,코애드에프정,장방형,하양,TG,CEDF,7,22,929,66
../data/img\200300913/200300913.jpg,200300913,이가탄에프캡슐,장방형,노랑,이가탄F-------마크,IgatanF--------,7,3,1226,113
../data/img\200300929/200300929.jpg,200300929,이가덱스캡슐,장방형,노랑,IGDX,-,7,3,473,1
../data/img\200300961/200300961.jpg,200300961,헤모콤플러스연질캡슐,장방형,갈색,헤모콤플러스,-,7,0,1269,1
../data/img\200300976/200300976.jpg,200300976,테라400정,장방형,갈색,TFT,I분할선Y,7,0,928,115
../data/img\200301033/200301033.jpg,200301033,엘부날캡슐,장방형,초록,JYPEBN,-,7,17,518,1
../data/img\200301069/200301069.jpg,200301069,마이부틴정,원형,하양,DM,분할선,5,22,291,223
../data/img\200301138/200301138.jpg,200301138,비올씨정,장방형,분홍,V-BC,분할선,7,7,986,223
