품목일련번호,품목명,표시앞,표시뒤,의약품제형,색상,큰제품이미지
199401319,나로펜정(나프록센나트륨),Wal02,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427533079100182
198801525,뮤테란캡슐200밀리그램(아세틸시스테인),MUC200한화,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427538030900041
198801657,대화이부프로펜정400밀리그램(수출명:UPRO400|IBUFEN),마크,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298766464500113
198801648,메리틴정(트리메부틴말레산염),마크,ME,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlIl
199001505,쎄레톱씨연질캡슐,SELETOP,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147808513704500139
199301968,디크로닉정250밀리그램(클로닉신리시네이트),마크,DC250,원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlJb
199601838,후바후바정,마크,GTH,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlKR
200001712,삼남로페라마이드캡슐(로페라미드염산염),LPDLPD,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427718028200185
199801389,아코라마캡슐200밀리그램(아세틸시스테인),AKR200,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427718028200194
199901516,세란드정(알마게이트),마크,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597934823700035
199804331,넥스팜염산암부록솔정(암브록솔염산염),AMBU,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzhX
199804342,클리네정(클로닉신리시네이트)(수출명:COKLINTablet),NK,CL,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Lnm
199802236,파로네프캡슐,SUDOSUDOPRNPRN,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml1y5tPwy5
199602082,우리들아세틸시스테인캡슐200mg,SUDOSUDOACTACT,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317988895200052
199703126,아티란캡슐200밀리그램(아세틸시스테인),마크ATR,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6EGa
199002349,자믹정(독시라민숙신산염),마크S,-,원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzu4
199502575,삼익이부프로펜정,마크,IBF,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599011651200008
199600559,제일알맥스정500밀리그람(알마게이트),AMX,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv5PQjxqB3
199802621,프리나정(나프록센나트륨),CPK10,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MksuF0DX6C
200003019,삐삐콜플러스정,DEX,분할선,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427723389300127
200100671,제니드정,ANP,XID,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427723389300139
199801959,나프록스정275mg(나프록센나트륨),YI,43,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427723389300154
198901887,싸이베린정,마크CVR,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147884083011900045
199102092,다이야펜정400밀리그램(이부프로펜),-,마크DF,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427567771100173
199702485,크로펜정(클로닉신리시네이트),-,마크CF,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427567771100190
200607006,미래트리메부틴정(트리메부틴말레산염),-,마크TM,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427567771100198
198601478,토레스정(트리메부틴말레산염),TL,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800402726800167
199903649,세브론캡슐(아세틸시스테인),마크SBR,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759742474100021
198902527,다제스캡슐,HANLIMHANLIM,-,장방형,하양|주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317972451800051
199701033,코나진정(세티리진염산염)(수출명:알리코염산세티리진정|보파세티리진나정|자이조세트정),ALC,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427677718300081
199803095,지엘세티리진염산염정,CTZ,마크,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0_B
200703429,캐롤에프정(이부프로펜아르기닌),IDC·F,-,타원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6HaN
200002787,세르비아캡슐(엔테로코쿠스페슘스트레인세르넬레68균),ETEXSRH,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335245510100031
199801158,뮤코리드캅셀200mg(아세틸시스테인)(수출명:아시스테인캅셀),MUCORIDJRP200mg,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335249722200035
199806985,씨메탈시정,CI,CD,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427727923900085
199602668,무스판정,마크,MSP분할선500,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152941971828400033
198802481,알삭센정(나프록센나트륨),ARTHA,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427727923900096
199902599,미래나프록센나트륨정,-,마크NP,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427572144400009
197400343,신일브롬헥신염산염정(수출명:BIVOTUME|BIVO),R,분할선,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427572144400033
197800391,메코민캡슐(메코발라민),SINILMCM500,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326612280200053
198000440,오로페롤연질캡슐100밀리그램(토코페롤아세테이트),SIE,-,타원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427572144400083
198601210,신일트리메부틴말레산염정,M036,M036,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Md3jIh4_ys
198701352,트레스오릭스훠트정,마크,마크,기타,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp4u8
198901918,신일트리메부틴말레산염정200밀리그램(수출명:PERASTINE200mg),M분할선200,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317992996500038
198901916,신일소브레롤캡슐200밀리그램,SINILSBR　　　200,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326612280200059
198901915,신일이부프로펜정400밀리그람(수출명:IFENTab.),IP분할선4,SI,원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577171452900003
198901917,톨시렌연질캡슐,TOLCILEN,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427572144400145
199501958,판디탈정,PANDITAL,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427572144400185
198701888,젠텔정400밀리그람(알벤다졸),SK&F----,분할선,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151637641940500072
199802138,넬슨로라타딘정,NS,10,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834130612500069
200202847,티메롤8시간이알서방정(아세트아미노펜),TMER,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp4yk
199902612,골사민캡슐(결정글루코사민황산염)(수출명:NEOCOMIN),GSMSINIL,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317992996500032
199501944,신일폴산정,1000,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427577106000020
199501953,신일티아민염산염정10밀리그램,10,SIL,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427577106000036
199501954,신일클로닉신리시네이트정,C,SIL,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427577106000040
199702520,신일세티리진정(세티리진염산염),CTZ,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9Ifm6
199702527,신일피리독신정(피리독신염산염),P분할선50,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317992996500068
199802387,나프롱정(나프록센나트륨),NPRT,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427577106000061
199902620,라모겔정,SIR,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427577106000073
200002985,액소도스정,T.S,S분할선I,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150903246627300082
199702566,스테신캡슐(아세틸시스테인),NGP200,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6LYj
198601222,메디락에스장용캡슐(바실루스서브틸리스균|엔테로코쿠스페슘균배양물),메디락S5억생균,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599020614900072
198701383,메디락디에스장용캡슐(바실루스서브틸리스균|엔테로코쿠스페슘균배양물),메디락DS10억생균,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1-b
199803521,카세롤연질캡슐,RPCSR,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427630838400174
200610627,사리돈에이정,Saridon,Saridon,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800419473500177
199907335,한미알마게이트정500밀리그램(알마게이트),HMP,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NCzXnoXErT
198300064,아나프록스정(나프록센나트륨),ANA275,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NX0PYltLaw
199702846,하원세티리진정(세티리진염산염),hw분할선7,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUss-
200109769,애드빌정(이부프로펜),Advil,-,원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NCzXnoXE_k
199703384,엑코스정,HKCS,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427733626400011
199802435,쎄쎄250츄정,-,-,사각형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427577106000177
199102276,파비스암브록솔염산염정,PHARVIS,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0_7a4Vsl3
199102270,말릭스정(트리메부틴말레산염),PK분할선C,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpro
199102275,포린피아정(독시라민숙신산염),P분할선K,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427582177600009
199702618,로페랄연질캡슐,PK-A,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661651931000064
199702621,덴스민캡슐,PK-BPK-B,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672211034800040
199603130,씨씨콤연질캡슐(수출명:BiosliverSoftCap.)(수출용),씨씨콤,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427635762200045
200403777,벤다졸정(알벤다졸),Korus,Korus,타원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427635762200113
199703379,알마겐트정(알마게이트),Korus,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2-v
196400046,게루삼정,G,G,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154307400984500104
199301549,아세르정(암브록솔염산염),AER,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427688264600074
199401025,지노칼정,GNC,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427688264600102
197900411,스파토민캡슐(디시클로민염산염),CHO-ASPA,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6IJj
199202273,에바치온캡슐(글루타티온),CHO-AEVA,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577167067000087
200001305,복합탈시드츄어블정,마크,마크,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MlqnR4B5ot
199602310,파비스염산메클리진정,150KHPC,분할선,원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577171452800067
199602312,푸리타제정,PK,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NZWOAuKldV
199302401,소롤캡슐200밀리그램(소브레롤),PKPPKP,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427582177600122
199703423,지오연질캅셀,G-O,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661642891500061
199202281,조아디오스민캡슐,CHO-ADIO,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NWXhq8Y5Uv
199703010,초당아스피린장용정100mg(아스피린),AS,CD,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F64bI
199803133,후라워정(세티리진염산염),A분할선N,CD,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152611947457300071
200610765,지르텍정(세티리진염산염),Z분할선Z,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6REB
199802000,네프비타정,DID,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765863312600186
200003060,틴자정(니자티딘),CT,TZ,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032698828900051
200100780,동화덴스톨캡슐,D-WD-WDNTDNT,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500107
200001102,샤이닝정,D-W,S분할선G,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000721000037
200102543,무코신일정(메틸-N|S-디아세틸시스테인),MUCOSINIL,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369816808500008
200003011,이지정(디시클로민염산염),EASY,분할선,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000021
200000743,노노콜캡슐,JW4JW4,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000042
199702118,레디비타정,NELSON,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000051
199602374,아세테인캡슐200밀리그램(아세틸시스테인),KDAcetein,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NV00at7TFM
198701478,자비론정(독시라민숙신산염),S분할선J,S분할선J,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597923621100091
199603333,뮤시딘캡슐200밀리그램(아세틸시스테인),DHNPMUC,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326377070200181
200005321,타스나정(탄산수소나트륨),NKE,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5FjxR
199804309,알로판400mg정(이부프로펜),N분할선LT,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427645812600004
200002975,에어로민캡슐,SIAR,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427693190900108
198902101,레보시톤연질캡슐(엘-시스틴),YPL,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100134
200000559,후루케어캡슐200밀리그램(아세틸시스테인),ID200,-,장방형,청록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv5PQjxq9H
200000569,훼리탑캡슐(글루콘산제이철나트륨착염),일동제약훼리탑,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mw7xKyRzY4
199801258,잔트락틴정,ZLT,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800427696000190
200101016,데코라펜정(덱시부프로펜),J.R,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NSVv2i-OqF
200403642,두캅스에이연질캡슐,DS,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000093
200100614,코미정,KOLON,분할선,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000096
200100540,이즈펜정,J분할선W,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000108
200100592,코푸정에스,YH,CTS,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000117
200100586,유한비타민씨정1000mg,1000,Y분할선H,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000126
200101738,훼로바-유서방정(건조황산제일철),마크,FER,원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6498
200001328,오메코정,CGP10,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUEff
200400135,덱시로펜정(덱시부프로펜),DPC,-,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000175
199902858,라티딘정,CPK2,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427587462000185
197600539,세가톤트로키(염화세칠피리디늄),A,A,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MaAIzBwRVi
198902058,아제인캡슐(아세틸시스테인),ALPHAAZE,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0i0
198601284,아졸정(독시라민석시네이트),ALPHA,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0ih
198601285,파메콘정,PA,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427593004100025
199302515,리오루펜정400밀리그람(이부프로펜),alpha,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427593004100032
199302514,알파아세트아미노펜정500밀리그람,alpha,분할선,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427593004100035
198802329,가레오연질캡슐(디히드록시디부틸에테르),GAL250,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427593004100048
198802326,가레오연질캡슐500밀리그램(디히드록시디부틸에테르),GAL500,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427593004100051
199802670,폴시드정(폴산),FOL,분할선,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427593004100072
199802671,리보테인정,CARB,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853651029700034
199700873,대우로라타딘정(수출명:로미딘정|라틴정|필미딘정),L분할선10,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlF5
200000431,복합쓸기담연질캡슐,복합쓸기담,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427645812600088
199901480,윈스틴연질캡슐,SJWST,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100158
200003096,티리진정(세티리진염산염),HMP,TRZ,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427698198900020
200002422,안티비오캡슐300mg(락토바실루스아시도필루스균),ANCANC300300,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317972451800153
199901601,로라타인정(로라타딘)(수출명:UnidineTabs.|LergicylTabs.|AirtalineTabs.),U분할선T,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Qr7
199903219,휴온스아세틸시스테인캡슐200mg(수출명:MUCOCAPCAP.|MUCETINECAP.),마크ACT,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154125963362600053
200004875,아시토바캡슐300mg(락토바실루스아시도필루스균),DHNPABC,-,장방형,회색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582800003
200100244,비나폴로엑스트라연질캡슐,VPE,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100074
200001713,세티진정(세티리진염산염),SN,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427743488900003
198802327,마로겔정500밀리그람(수산화마그네슘),CAMAR5,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151568446858300082
199102384,세록센정(나프록센나트륨),SNS,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032514179900007
199102447,영풍알마게이트정500밀리그램,SVS,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427593004100170
199401734,화니돌0.5마이크로그램연질캡슐(알파칼시돌),YPP,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427593004100187
199806820,미뉴렛정,-,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427650557000005
199600770,세토펜정325밀리그램(아세트아미노펜),SAMA,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152976840426300039
200001638,헤모니아캡슐(폴리사카리드철착염),Hemonia,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759729217900088
200001172,디퓨탭서방정(이부프로펜),D분할선S,DFT,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427698198900100
199900834,멘자펜정,MSP,-,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427698198900103
200001186,이엠지연질캡슐,EMG,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427698198900109
199300891,세토펜정(아세트아미노펜),마크,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427743488900099
200101315,벤포렉스캡슐,마크BFRX,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154123315326100046
200101633,트리겔정,마크,TR,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427743488900178
200000242,동광세티리진염산염정,DK,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427748827800002
199802684,하이티딘정,YPHD,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777818462000000
198802349,카로마스텐질정100밀리그램(클로트리마졸),YPCΛ,100,기타,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834135052800047
199702829,세리텍정(세티리진염산염),STC,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152648520365000079
199802384,신일엠정(수산화마그네슘),M,SIL,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427650557000127
199802620,쎄로테정(세티리진염산염),CP8,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427650557000156
199901258,덴탁스캡슐,JYDTX,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPplG
200003806,마그페롤연질캡슐,Mg·pherol,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732680805000078
200003819,크라렉신정,Cx,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154601161228600005
200800688,미니보라30,-,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427703001400063
199903754,시스틴500연질캡슐(L-시스틴),CYT500,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152415243654100072
199801435,파마탄산칼슘정,C3K,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765851155000108
200101249,바이메드캡슐(사카로마이세스보울라르디균),ETXBIM,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp3yM
199901332,유니자임정,DKU,-,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427748827800025
200101037,메빌정,마크,MEVIL,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427748827800064
200200502,프로틴정(니자티딘),마크,B,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F64WS
200100997,에쟈스민정(로라타딘),BP분할선BP,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152648520364900037
200200662,세토펜8시간이알서방정(아세트아미노펜),SETOPENER,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317988895100133
200100795,코비안에스정,S,분할선,원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427748827800116
198701583,엘씨500연질캡슐(엘-시스틴),LC500,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154601161228600065
198902158,다이투스정(암브록솔염산염),DTS,분할선,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427603886100062
199002022,복합엘씨500연질캡슐(수출명:MEGA-NAMIC)(수출용),복합LC-500,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150955087400300006
199302666,뮤텐캡슐200mg(아세틸시스테인),GUJUMT200,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582900021
200202343,하디코정,KDP,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427703001400152
200003320,하이마린연질캡슐,하이마린,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725967500800099
200004038,리피클연질캡슐,LPC,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809045897300021
199600087,뮤코세린캅셀(아세틸시스테인),HTMCS,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427708320500047
200102577,아세핀정(아세트아미노펜제피세립),ACEPIN분할선325,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317992996500074
200100673,프리카바에프캡슐(수출명:FreecofCapsules),ANPFRF,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427748827800158
200100837,콜민-에이정,COA,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NcelJgSVpW
200001495,디아로펜캡슐,디아로펜디아로펜,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131700002
