품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,Unnamed: 29
201500596,일라크루드정1.0밀리그램(엔테카비르),19570013,일양약품(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829652797600048,IY,C1,삼각형,분홍,-,-,-,11,11,4.9,20150916,03910,간장질환용제,전문의약품,20150203,필름코팅정,-,-,-,-,-,-,20200521,
201502000,엔타이정0.5밀리그램(엔테카비르),20020023,(주)한국글로벌제약,흰색∼회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427043543100009,KG,5,삼각형,하양,-,-,-,8.73,8.44,3.57,20151022,03910,간장질환용제,전문의약품,20150413,필름코팅정,-,-,-,-,-,-,20200524,
201502001,엔타이정1.0밀리그램(엔테카비르),20020023,(주)한국글로벌제약,분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829642896300083,KG,1,삼각형,분홍,-,-,-,11.08,10.73,4.87,20151022,03910,간장질환용제,전문의약품,20150413,필름코팅정,-,-,-,-,-,-,-,
201501004,엔테케어정1밀리그램(엔테카비르),19580003,알보젠코리아(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427011143100006,KW,10,삼각형,분홍,-,-,-,11.05,10.74,4.84,20150820,03910,간장질환용제,전문의약품,20150225,필름코팅정,-,-,-,-,-,-,-,
201500892,엔테케어정0.5밀리그램(엔테카비르),19580003,알보젠코리아(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427005120400071,KW,5,삼각형,하양,-,-,-,8.78,8.65,3.56,20150820,03910,간장질환용제,전문의약품,20150217,필름코팅정,-,-,-,-,-,-,-,
201402829,윈바라크정0.5밀리그램(엔테카비르),19700009,한화제약(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426872668200128,WC,-,삼각형,하양,-,-,-,8.6,8.3,3.4,20140916,03910,간장질환용제,전문의약품,20140625,필름코팅정,-,-,-,-,-,-,20201102,
201402828,윈바라크정1밀리그램(엔테카비르),19700009,한화제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426872668200125,WN,-,삼각형,분홍,-,-,-,10.9,10.5,4.5,20140916,03910,간장질환용제,전문의약품,20140625,필름코팅정,-,-,-,-,-,-,20200524,
201402892,네프마리정,19680007,(주)서울제약,황갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426878513600043,SPL,-,삼각형,갈색,-,-,-,9.11,9.11,5.13,20140730,03990,따로분류되지않는대사성의약품,일반의약품,20140630,나정,-,-,-,-,-,-,-,
201403869,나비그라정100밀리그램(실데나필시트르산염),20020023,(주)한국글로벌제약,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426912014600008,KG,분할선,삼각형,연두,-,-,-,15.45,8.18,6.35,20141217,02590,기타의비뇨생식기관및항문용약,전문의약품,20140820,필름코팅정,-,-,-,-,-,-,20170909,
201403549,바라누보정1.0밀리그램(엔테카비르수화물),19570004,(주)바이넥스,분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426902269900003,BI,E1,삼각형,분홍,-,-,-,10.62,10.62,4.64,20140916,03910,간장질환용제,전문의약품,20140731,필름코팅정,-,-,-,-,-,-,20200524,
201403550,바라누보정0.5밀리그램(엔테카비르수화물),19570004,(주)바이넥스,흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148716287954100182,BI,E05,삼각형,하양,-,-,-,8.4,8.4,3.56,20140916,03910,간장질환용제,전문의약품,20140731,필름코팅정,-,-,-,-,-,-,20200524,
201503303,일나스정20밀리그램(타다라필),19960030,(주)넥스팜코리아,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427065184100168,N분할선K,20,삼각형,노랑,-,-,-,15.1,7.03,4.45,20150909,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201405525,엔테카로정1밀리그램(엔테카비르),19660004,케이엠에스제약(주),분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674126111200188,KMS,1,삼각형,분홍,-,-,-,11,11,5.0,20151203,03910,간장질환용제,전문의약품,20141126,필름코팅정,-,-,-,-,-,-,20200524,
201405512,엔테카로정0.5밀리그램(엔테카비르),19660004,케이엠에스제약(주),흰색~회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674126111200182,KMS,0.5,삼각형,하양,-,-,-,8.5,8.5,3.7,20151203,03910,간장질환용제,전문의약품,20141125,필름코팅정,-,-,-,-,-,-,20200524,
201500436,엔카비스정1밀리그램(엔테카비르),19600014,(주)한국파비스제약,분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426995046400134,PK1,-,삼각형,분홍,-,-,-,11.06,11.06,5.1,20151202,03910,간장질환용제,전문의약품,20150128,필름코팅정,-,-,-,-,-,-,20200524,
201500435,엔카비스정0.5밀리그램(엔테카비르),19600014,(주)한국파비스제약,흰색~회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426995046400131,PK2,-,삼각형,하양,-,-,-,8.41,8.41,3.76,20151202,03910,간장질환용제,전문의약품,20150128,필름코팅정,-,-,-,-,-,-,20200524,
201310897,누리그라정25밀리그램(실데나필시트르산염),19540008,(주)대웅제약,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723190197300120,D.W,2분할선5,삼각형,연두,-,-,-,10.17,4.62,3.7,20150114,02590,기타의비뇨생식기관및항문용약,전문의약품,20131226,필름코팅정,-,-,-,-,-,-,20170909,
201306404,바라클정0.5밀리그램(엔테카비르),19540001,동아에스티(주),흰색~회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426690960100196,BL,-,삼각형,하양,-,-,-,8.5,8.5,3.8,20150119,03910,간장질환용제,전문의약품,20130322,필름코팅정,-,-,-,-,-,-,20200524,
201306425,바라클정1밀리그램(엔테카비르),19540001,동아에스티(주),분홍색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426697439100031,BLH,-,삼각형,분홍,-,-,-,10.7,10.7,4.8,20150119,03910,간장질환용제,전문의약품,20130322,필름코팅정,-,-,-,-,-,-,20200524,
201404209,헤크루정1밀리그램(엔테카비르),19880005,(주)보령,분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426922449700184,BR,1.0,삼각형,분홍,-,-,-,10.9,10.5,3,20150924,03910,간장질환용제,전문의약품,20140915,필름코팅정,-,-,-,-,-,-,20200524,
201404432,헤크루정0.5밀리그램(엔테카비르),19880005,(주)보령,흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426933077600023,BR,0.5,삼각형,하양,-,-,-,8.6,8.3,2.2,20150924,03910,간장질환용제,전문의약품,20140929,필름코팅정,-,-,-,-,-,-,20200524,
201301652,리바러스정1밀리그램(엔테카비르),19900019,유니메드제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426664639200085,UM,1.0,삼각형,분홍,-,-,-,11,11,4,20150924,03910,간장질환용제,전문의약품,20130121,필름코팅정,-,-,-,-,-,-,20200524,
201301653,리바러스정0.5밀리그램(엔테카비르),19900019,유니메드제약(주),흰색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426664639200082,UM,0.5,삼각형,하양,-,-,-,8.6,8.6,3,20150924,03910,간장질환용제,전문의약품,20130121,필름코팅정,-,-,-,-,-,-,20200524,
201405437,엔테퀄정1밀리그램(엔테카비르),19590003,(주)한독,분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426969102600022,TH,X,삼각형,분홍,-,-,-,10.97,10.6,4.9,20150924,03910,간장질환용제,전문의약품,20141121,필름코팅정,-,-,-,-,-,-,-,
201405438,엔테퀄정0.5밀리그램(엔테카비르),19590003,(주)한독,흰색~회백색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426969102600026,TH,V,삼각형,하양,-,-,-,9.18,8.9,3.4,20150924,03910,간장질환용제,전문의약품,20141121,필름코팅정,-,-,-,-,-,-,-,
201502568,명문엔테카비르정0.5밀리그램,19660002,명문제약(주),흰색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427054809800054,MMP,0.5,삼각형,하양,-,-,-,8.4,8.4,3.3,20151006,03910,간장질환용제,전문의약품,20150429,필름코팅정,-,-,-,-,-,-,20200524,
201502569,명문엔테카비르정1.0밀리그램,19660002,명문제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427054809800059,MMP,1.0,삼각형,분홍,-,-,-,10.5,10.5,4.4,20151006,03910,간장질환용제,전문의약품,20150429,필름코팅정,-,-,-,-,-,-,20200524,
201405471,엔비어정1.0mg(엔테카비르),19860001,한국휴텍스제약(주),분홍색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426969102600093,HT,1.0,삼각형,분홍,-,-,-,11,11,5.5,20151006,03910,간장질환용제,전문의약품,20141124,필름코팅정,-,-,-,-,-,-,20200524,
201405472,엔비어정0.5mg(엔테카비르),19860001,한국휴텍스제약(주),흰색∼회백색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426969102600096,HT,0.5,삼각형,하양,-,-,-,8.2,802,4,20151006,03910,간장질환용제,전문의약품,20141124,필름코팅정,-,-,-,-,-,-,20200524,
201503596,타라정5밀리그램(타다라필),19840009,(주)알피바이오,노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427082737900066,RP,5,삼각형,노랑,-,-,-,8.5,4,3,20151214,02590,기타의비뇨생식기관및항문용약,전문의약품,20150604,필름코팅정,-,-,-,-,-,-,20210205,
201503597,타라정20밀리그램(타다라필),19840009,(주)알피바이오,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427082737900072,R분할선P,20,삼각형,노랑,-,-,-,15,7,4.5,20151214,02590,기타의비뇨생식기관및항문용약,전문의약품,20150604,필름코팅정,-,-,-,-,-,-,20210205,
201310913,바라티스정0.5밀리그램(엔테카비르),19610006,대화제약(주),백색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723193923400052,마크,-,삼각형,하양,-,-,-,8.4,8.4,3.7,20141126,03910,간장질환용제,전문의약품,20131227,필름코팅정,dHP|d-P|dP|dP,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900184,-,r0061,-,20200524,
201310682,바라티스정1밀리그램(엔테카비르),19610006,대화제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlK-,마크,-,삼각형,분홍,-,-,-,10.7,10.7,4.8,20141126,03910,간장질환용제,전문의약품,20131213,필름코팅정,dHP|d-P|dP|dP,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900184,-,r0061,-,20200524,
201309426,부광엔테카비르정0.5밀리그램(엔테카비르수화물),19630001,부광약품(주),흰색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148716287954100152,BK,E5,삼각형,하양,-,-,-,8.67,8.67,3.67,20141219,03910,간장질환용제,전문의약품,20130925,필름코팅정,-,-,-,-,-,-,20200615,
201404854,명문레플루노미드정20밀리그램,19660002,명문제약(주),황색내지황토색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300117,MM,-,삼각형,노랑,-,-,-,7.2,7.2,4.04,20141222,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20141023,필름코팅정,-,-,-,-,-,-,20190909,
201206805,카비어정0.5밀리그램(엔테카비르),19570027,한미약품(주),백색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Dyl,E,0.5,삼각형,하양,-,-,-,8.67,8.5,3.69,20141107,03910,간장질환용제,전문의약품,20120914,필름코팅정,-,-,-,-,-,-,20200524,
201401493,바라카비어정1.0밀리그램(엔테카비르),19580001,건일제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426852464500052,EC1,KI,삼각형,분홍,-,-,-,11.02,10.69,4.49,20140630,03910,간장질환용제,전문의약품,20140331,필름코팅정,-,-,-,-,-,-,-,
201401492,바라카비어정0.5밀리그램(엔테카비르),19580001,건일제약(주),흰색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426852464500048,EC,KI,삼각형,하양,-,-,-,8.74,8.47,3.52,20140630,03910,간장질환용제,전문의약품,20140331,필름코팅정,-,-,-,-,-,-,-,
201404377,바이큐어정0.5밀리그램(엔테카비르),19540006,일동제약(주),흰색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426928131000127,IDP,-,삼각형,하양,-,-,-,8.4,8.4,3.6,20141113,03910,간장질환용제,전문의약품,20140925,필름코팅정,-,-,-,-,-,-,20200524,
201404379,바이큐어정1밀리그램(엔테카비르)(수출용),19540006,일동제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426928131000134,IDP,-,삼각형,분홍,-,-,-,10.8,10.8,4.6,20141113,03910,간장질환용제,전문의약품,20140925,필름코팅정,-,-,-,-,-,-,20210506,
201500082,안타빌정1밀리그램(엔테카비르),19560005,아주약품(주),분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426989724000095,ΛJ,T10,삼각형,분홍,-,-,-,11,11,5,20151102,03910,간장질환용제,전문의약품,20150108,필름코팅정,-,-,-,-,-,-,20200524,
201500083,안타빌정0.5밀리그램(엔테카비르),19560005,아주약품(주),흰색∼회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426989724000098,ΛJ,T5,삼각형,하양,-,-,-,9,9,4,20151102,03910,간장질환용제,전문의약품,20150108,필름코팅정,-,-,-,-,-,-,20200524,
201207015,바라크로스정0.5밀리그램(엔테카비르),19540008,(주)대웅제약,흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723190197300078,D.W,0.5,삼각형,하양,-,-,-,8.44,8.44,3.71,20151103,03910,간장질환용제,전문의약품,20120928,필름코팅정,-,-,-,-,-,-,20200524,
201207014,바라크로스정1밀리그램(엔테카비르),19540008,(주)대웅제약,분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723190197300084,D.W,1,삼각형,분홍,-,-,-,10.85,10.73,5,20151103,03910,간장질환용제,전문의약품,20120928,필름코팅정,-,-,-,-,-,-,20200524,
201500404,엔테크루드정0.5밀리그램(엔테카비르),19700003,일성신약(주),흰색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717322719300150,HE,05,삼각형,하양,-,-,-,8.4,8.4,3.6,20150226,03910,간장질환용제,전문의약품,20150127,필름코팅정,-,-,-,-,-,-,20200524,
201500403,엔테크루드정1.0밀리그램(엔테카비르),19700003,일성신약(주),분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717322719300156,HE,1,삼각형,분홍,-,-,-,11,10.6,4.7,20150226,03910,간장질환용제,전문의약품,20150127,필름코팅정,-,-,-,-,-,-,20200524,
201403182,광동엔테카비르정0.5밀리그램,19920004,광동제약(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723224913900193,K.D,-,삼각형,하양,-,-,-,8.6,8.6,3.8,20141104,03910,간장질환용제,전문의약품,20140716,필름코팅정,-,-,-,-,-,-,-,
201403183,광동엔테카비르정1.0밀리그램,19920004,광동제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723224913900199,K.D,-,삼각형,분홍,-,-,-,10.8,10.8,4.4,20141104,03910,간장질환용제,전문의약품,20140716,필름코팅정,-,-,-,-,-,-,-,
201310830,진양엔테카비르정1.0밀리그램(엔테카비르),19700002,진양제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151940044374100005,ECV,1.0,삼각형,분홍,-,-,-,10.5,10.5,4.4,20140107,03910,간장질환용제,전문의약품,20131223,필름코팅정,-,-,-,-,-,-,20200524,
201310620,진양엔테카비르정0.5밀리그램(엔테카비르),19700002,진양제약(주),흰색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151940044374200003,ECV,0.5,삼각형,하양,-,-,-,8.4,8.4,3.3,20140107,03910,간장질환용제,전문의약품,20131211,필름코팅정,-,-,-,-,-,-,20200524,
201501128,토네이드정20밀리그램(타다라필),19540006,일동제약(주),노란색삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829647856400158,IDP20,-,삼각형,노랑,-,-,-,10.2,10.2,4.8,20150701,02590,기타의비뇨생식기관및항문용약,전문의약품,20150305,필름코팅정,-,-,-,-,-,-,20210205,
201405111,비스트라정50mg(실데나필시트르산염),20050014,(주)휴비스트제약,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152769079471500143,HUV,5분할선0,삼각형,연두,-,-,-,12.1,5.8,4.8,20150102,02590,기타의비뇨생식기관및항문용약,전문의약품,20141031,필름코팅정,-,-,-,-,-,-,20170909,
201400367,엔테칸정0.5밀리그램(엔테카비르),19550004,제이더블유중외제약(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148665483160200004,E-L,마크,삼각형,하양,-,-,-,8.6,8.6,2.8,20150722,03910,간장질환용제,전문의약품,20140128,필름코팅정,-,jw,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700091,-,r0426,20200524,
201400366,엔테칸정1.0밀리그램(엔테카비르),19550004,제이더블유중외제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717322719300024,E-H,마크,삼각형,분홍,-,-,-,11,11,3.5,20150722,03910,간장질환용제,전문의약품,20140128,필름코팅정,-,jw,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700091,-,r0426,20210630,
201503142,타오르정5밀리그램(타다라필),19540008,(주)대웅제약,노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427076761600181,DW,5,삼각형,노랑,-,-,-,8.5,4,3.03,20150722,02590,기타의비뇨생식기관및항문용약,전문의약품,20150526,필름코팅정,-,-,-,-,-,-,20210205,
201503143,타오르정20밀리그램(타다라필),19540008,(주)대웅제약,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427076761600184,D분할선W,20,삼각형,노랑,-,-,-,15,7,4.42,20150722,02590,기타의비뇨생식기관및항문용약,전문의약품,20150526,필름코팅정,-,-,-,-,-,-,20210205,
201503144,타오르정10밀리그램(타다라필),19540008,(주)대웅제약,분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427076761600187,D분할선W,10,삼각형,노랑,-,-,-,12.5,6,3.2,20150722,02590,기타의비뇨생식기관및항문용약,전문의약품,20150526,필름코팅정,-,-,-,-,-,-,20210205,
201403868,나비그라정50밀리그램(실데나필시트르산염),20020023,(주)한국글로벌제약,분할선을가진연두색의모서리가둥근삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426906991700199,KGP,분할선,삼각형,연두,-,-,-,12.14,5.83,4.87,20150401,02590,기타의비뇨생식기관및항문용약,전문의약품,20140820,필름코팅정,-,-,-,-,-,-,20170909,
201403953,바카비정0.5밀리그램(엔테카비르),19560011,삼진제약(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723205468400081,SJ,0.5,삼각형,하양,-,-,-,8.36,8.36,3.48,20150401,03910,간장질환용제,전문의약품,20140825,필름코팅정,-,-,-,-,-,-,20200524,
201403954,바카비정1.0밀리그램(엔테카비르),19560011,삼진제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150669967673500166,SJ,1,삼각형,분홍,-,-,-,10.59,10.59,4.53,20150401,03910,간장질환용제,전문의약품,20140825,필름코팅정,-,-,-,-,-,-,20200524,
201501612,헤로스정20mg(타다라필),19570012,(주)비보존제약,(내수용)노란색삼각형모양의필름코팅정제|(수출용)노란색타원형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427021629400161,JRP20,-,삼각형,노랑,-,-,-,10.9,10.49,3.2,20150826,02590,기타의비뇨생식기관및항문용약,전문의약품,20150326,필름코팅정,-,-,-,-,-,-,20210205,
201501366,하나롱정20밀리그램(타다라필),19860002,제일약품(주),노란색삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829652797600108,T20JI,-,삼각형,노랑,-,-,-,10.2,10.2,4.8,20150827,02590,기타의비뇨생식기관및항문용약,전문의약품,20150316,필름코팅정,-,-,-,-,-,-,20210205,
201503485,타다롱정5밀리그램(타다라필),19920004,광동제약(주),노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723201580000084,K.D,T5,삼각형,노랑,-,-,-,8.8,4.2,3,20150828,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,-,-,-,-,-,20210205,
201206905,엔페드정0.5밀리그램(엔테카비르),19550010,삼일제약(주),백색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732694515600067,마크,EH,삼각형,하양,-,-,-,9,9,3.5,20140723,03910,간장질환용제,전문의약품,20120924,필름코팅정,i|촛불,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938654295100080,-,r0285,-,20200524,
201501676,썬카정20밀리그램(타다라필),19560005,아주약품(주),노란색삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427026451600022,ΛJU20,-,삼각형,노랑,-,-,-,10,10,3,20150911,02590,기타의비뇨생식기관및항문용약,전문의약품,20150330,필름코팅정,-,-,-,-,-,-,20210205,
201503186,프리시스정20밀리그램(타다라필),19700002,진양제약(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427070775200167,J분할선Y,T20,삼각형,노랑,-,-,-,15,7,4.42,20150930,02590,기타의비뇨생식기관및항문용약,전문의약품,20150527,필름코팅정,-,-,-,-,-,-,20210205,
201505100,리큐버정0.5밀리그램(엔테카비르수화물),19550001,이연제약(주),횐색~회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717327956500058,ry,E05,삼각형,하양,-,-,-,8.5,8.5,3.5,20150930,03910,간장질환용제,전문의약품,20150727,필름코팅정,-,-,-,-,-,-,20200524,
201505104,리큐버정1밀리그램(엔테카비르수화물),19550001,이연제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148662249018600048,ry,E1,삼각형,분홍,-,-,-,11,11,3,20150930,03910,간장질환용제,전문의약품,20150727,필름코팅정,-,-,-,-,-,-,20200524,
201402210,앱스트랄설하정300마이크로그램(펜타닐시트르산염),20140762,한국메나리니(주),흰색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426862364000077,-,-,삼각형,하양,-,-,-,6.5,6.5,2.1,20140617,08210,합성마약,전문의약품,20140513,설하정,-,-,-,-,-,-,-,
201208629,엔테카벨정1밀리그램(엔테카비르),19650001,(주)종근당,분홍색삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148662235175600071,CKD,E1,삼각형,분홍,-,-,-,10.5,10.08,4.8,20150205,03910,간장질환용제,전문의약품,20121122,필름코팅정,-,-,-,-,-,-,20200524,
201208630,엔테카벨정0.5밀리그램(엔테카비르),19650001,(주)종근당,흰색또는거의흰색의삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717322719300000,CKD,E5,삼각형,하양,-,-,-,8.6,8.332,3.6,20150205,03910,간장질환용제,전문의약품,20121122,필름코팅정,-,-,-,-,-,-,20200524,
201503295,엠스트롱정20밀리그램(타다라필),19620002,동국제약(주),분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn24UC,2분할선0,마크,삼각형,노랑,-,-,-,15.2,7,4.42,20150904,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,dk|ck,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194,-,r0528,20210205,
201503293,엠스트롱정5밀리그램(타다라필),19620002,동국제약(주),노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn24Uo,5,마크,삼각형,노랑,-,-,-,8.8,4,3.03,20150904,02590,기타의비뇨생식기관및항문용약,전문의약품,20150529,필름코팅정,-,dk|ck,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194,-,r0528,20210205,
201502469,프리그라정50밀리그램(실데나필시트르산염),19700002,진양제약(주),분할선을가진연두색의모서리가둥근삼각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427049111000189,JY,5분할선0,삼각형,연두,-,-,-,12.06,5.77,4.8,20150904,02590,기타의비뇨생식기관및항문용약,전문의약품,20150427,필름코팅정,-,-,-,-,-,-,20170909,
